adm_cd2,adm_nm,signgu_cd,signgu_nm,area_km2,pop_total,pop_male,pop_female,pop_under20,pop_20s,pop_30s,pop_40s,pop_50s,pop_60plus,sex_ratio,ratio_2030,ratio_4050,ratio_60plus,total_stores,avg_dist_to_subway_m,ratio_stores_in_subway_zone,avg_dist_to_parking_m,avg_parking_capacity_300m,category_entropy,category_hhi,top_industry_lcls,top_industry_mcls,stores_과학·기술,stores_교육,stores_보건의료,stores_부동산,stores_소매,stores_수리·개인,stores_숙박,stores_시설관리·임대,stores_예술·스포츠,stores_음식,dong_station_count,dong_daily_ridership,dong_station_names,dong_parking_lot_count,dong_total_parking_capacity,pop_density,store_density_km2,stores_per_1000_pop,parking_capacity_per_store,parking_capacity_per_1000_pop
2723056000,대구광역시 북구 침산2동,27230,북구,0.8533,17835,8502,9333,3636,1714,2364,3091,2974,4056,91.1,0.2287,0.3401,0.2274,593,1297.3,0.0,76.0,684.5,1.8863,0.183,음식,한식,40,89,22,11,113,80,1,9,47,181,0,0.0,없음,23,2202,20901.2,694.9,33.25,3.71,123.47
2723057000,대구광역시 북구 침산3동,27230,북구,1.0462,17704,8375,9329,2877,1696,1745,2555,3307,5524,89.77,0.1944,0.3311,0.312,541,1374.8,0.0,80.3,644.1,1.8583,0.1878,음식,한식,54,73,8,15,107,80,0,21,16,167,0,0.0,없음,27,1418,16922.2,517.1,30.56,2.62,80.09
2723061000,대구광역시 북구 산격1동,27230,북구,0.8679,7370,3584,3786,365,443,561,626,1250,4125,94.66,0.1362,0.2545,0.5597,247,2197.3,0.0,139.3,71.8,1.7525,0.219,소매,한식,23,5,3,3,80,40,2,14,10,67,0,0.0,없음,5,69,8491.8,284.6,33.51,0.28,9.36
2723062000,대구광역시 북구 산격2동,27230,북구,2.3539,9376,4561,4815,942,998,957,1021,1689,3769,94.72,0.2085,0.289,0.402,1263,2945.4,0.0,54.2,2052.4,1.5111,0.3187,소매,가전·통신 소매,111,22,4,15,648,126,6,70,29,232,0,0.0,없음,84,10440,3983.2,536.6,134.71,8.27,1113.48
2723063000,대구광역시 북구 산격3동,27230,북구,1.272,8390,4353,4037,557,2699,947,704,981,2502,107.83,0.4346,0.2008,0.2982,947,2105.0,0.0,100.4,1139.1,1.6083,0.2863,음식,한식,53,22,14,18,197,117,4,27,51,444,0,0.0,없음,19,3619,6595.9,744.5,112.87,3.82,431.35
2723063100,대구광역시 북구 산격4동,27230,북구,0.7157,6961,3622,3339,462,811,754,732,1170,3032,108.48,0.2248,0.2732,0.4356,368,2035.1,0.0,135.4,252.6,1.8845,0.1839,음식,한식,51,11,1,11,80,54,10,33,10,107,0,0.0,없음,6,595,9726.1,514.2,52.87,1.62,85.48
2723067100,대구광역시 북구 복현1동,27230,북구,0.3619,7131,4027,3104,391,2679,884,599,907,1671,129.74,0.4996,0.2112,0.2343,495,1714.4,0.0,94.8,312.4,1.6966,0.2765,음식,주점,19,10,8,15,85,50,26,12,35,235,0,0.0,없음,10,333,19704.3,1367.8,69.42,0.67,46.7
2723067200,대구광역시 북구 복현2동,27230,북구,1.8078,28733,14203,14530,4630,3620,3747,4066,4844,7826,97.75,0.2564,0.3101,0.2724,649,1620.2,0.0,89.8,355.2,1.8941,0.1801,음식,이용·미용,48,76,4,31,127,106,3,13,49,192,0,0.0,없음,39,1348,15893.9,359.0,22.59,2.08,46.91
2723068000,대구광역시 북구 검단동,27230,북구,3.7681,5414,2621,2793,386,383,548,638,868,2591,93.84,0.172,0.2782,0.4786,190,2658.8,0.0,173.9,208.6,1.7306,0.2148,음식,한식,18,6,1,6,49,34,0,14,2,60,0,0.0,없음,6,574,1436.8,50.4,35.09,3.02,106.02
2723069500,대구광역시 북구 무태조야동,27230,북구,22.8763,32499,16591,15908,5127,3269,3089,5002,7055,8957,104.29,0.1956,0.371,0.2756,1211,3904.0,0.0,126.0,240.2,1.8693,0.1911,음식,한식,117,98,13,43,264,169,3,34,85,385,0,0.0,없음,48,1749,1420.6,52.9,37.26,1.44,53.82
2723073500,대구광역시 북구 태전2동,27230,북구,2.0691,21610,10472,11138,2702,2596,2309,2628,4108,7267,94.02,0.227,0.3117,0.3363,961,413.0,0.7815,84.8,470.0,1.797,0.2109,음식,한식,62,49,9,31,265,166,6,33,46,294,1,3795.2,매천,51,2036,10444.2,464.5,44.47,2.12,94.22
2723071500,대구광역시 북구 관문동,27230,북구,14.8231,31975,15824,16151,5814,2618,3699,5568,5569,8707,97.98,0.1976,0.3483,0.2723,809,1662.6,0.3498,101.6,205.6,1.7905,0.2107,음식,한식,49,69,2,30,215,119,5,25,35,260,3,7033.3,"공단, 매천시장, 팔달",64,2576,2157.1,54.6,25.3,3.18,80.56
2723077000,대구광역시 북구 읍내동,27230,북구,5.6904,24576,12189,12387,3044,2896,2878,2792,4864,8102,98.4,0.2349,0.3115,0.3297,991,977.2,0.0,102.5,601.6,1.7105,0.2288,음식,한식,58,33,13,38,279,188,0,31,29,322,0,0.0,없음,37,1572,4318.9,174.2,40.32,1.59,63.96
2723075000,대구광역시 북구 관음동,27230,북구,3.0672,13689,6872,6817,1337,1428,1267,1435,2841,5381,100.81,0.1969,0.3124,0.3931,584,1468.8,0.0,134.7,374.4,1.7842,0.2126,음식,한식,31,25,5,13,146,123,6,23,31,181,0,0.0,없음,23,1198,4463.0,190.4,42.66,2.05,87.52
2723072500,대구광역시 북구 태전1동,27230,북구,2.5135,21074,10488,10586,2279,3359,2318,2363,3853,6902,99.07,0.2694,0.295,0.3275,814,633.0,0.2862,111.5,327.5,1.7551,0.2231,음식,한식,42,18,8,33,177,168,6,26,50,286,1,3814.3,태전,23,1588,8384.3,323.9,38.63,1.95,75.35
2723074500,대구광역시 북구 구암동,27230,북구,4.1947,30230,14672,15558,4622,3799,2699,4023,6954,8133,94.31,0.215,0.3631,0.269,1035,349.2,0.7449,111.1,403.8,1.7552,0.2259,음식,한식,62,54,10,39,217,174,0,36,53,390,3,15065.5,"구암, 동천, 칠곡운암",41,2117,7206.7,246.7,34.24,2.05,70.03
2723079000,대구광역시 북구 노원동,27230,북구,3.0536,10954,5607,5347,1017,858,1400,1281,1882,4516,104.86,0.2061,0.2888,0.4123,1104,693.4,0.3207,104.8,266.5,1.7025,0.2355,음식,한식,117,14,7,40,284,155,9,41,32,405,0,0.0,없음,44,1224,3587.2,361.5,100.79,1.11,111.74
2723078000,대구광역시 북구 동천동,27230,북구,1.0632,24635,11817,12818,4142,3219,2419,3372,5936,5547,92.19,0.2289,0.3778,0.2252,1429,430.1,0.6767,30.1,1498.7,1.7811,0.2241,음식,한식,47,143,39,24,296,167,12,25,128,548,1,8538.0,팔거,118,4100,23170.6,1344.1,58.01,2.87,166.43
2723080000,대구광역시 북구 국우동,27230,북구,16.9087,29112,14395,14717,4979,3741,3756,4419,5996,6221,97.81,0.2575,0.3578,0.2137,942,759.4,0.4586,150.2,272.2,1.7701,0.2169,음식,한식,52,84,12,32,207,161,0,27,34,333,2,3118.2,"칠곡경대병원, 학정",41,2431,1721.7,55.7,32.36,2.58,83.51
2723064500,대구광역시 북구 대현동,27230,북구,0.855,15618,7894,7724,1496,2771,1452,1783,2477,5639,102.2,0.2704,0.2728,0.3611,801,879.3,0.1423,110.8,239.0,1.7877,0.2308,음식,한식,46,24,6,37,171,104,17,43,36,317,0,0.0,없음,23,786,18266.7,936.8,51.29,0.98,50.33
2726051000,대구광역시 수성구 범어1동,27260,수성구,1.1852,22679,10859,11820,5507,1968,2753,4313,3742,4396,91.87,0.2082,0.3552,0.1938,988,239.4,0.996,85.2,1056.3,1.9254,0.1877,음식,한식,87,111,37,87,152,98,3,21,47,345,2,19467.9,"범어, 수성구민운동장",34,2378,19135.2,833.6,43.56,2.41,104.85
2726052000,대구광역시 수성구 범어2동,27260,수성구,1.0094,15345,7278,8067,2772,1931,2007,2479,2479,3677,90.22,0.2566,0.3231,0.2396,1094,482.8,0.5384,70.5,1064.7,1.8705,0.1929,과학·기술,법무관련 ,369,133,24,60,148,101,1,35,26,197,1,10699.6,수성구청,42,2861,15202.1,1083.8,71.29,2.62,186.45
2726053000,대구광역시 수성구 범어3동,27260,수성구,0.5836,17016,8114,8902,3985,1693,2396,3175,2849,2918,91.15,0.2403,0.354,0.1715,1155,503.0,0.4978,54.3,1299.8,1.8564,0.1998,음식,법무관련 ,330,107,26,51,119,101,5,33,43,340,0,0.0,없음,39,2389,29157.0,1979.1,67.88,2.07,140.4
2726054000,대구광역시 수성구 범어4동,27260,수성구,1.1922,18446,9074,9372,5487,1547,1013,4354,3166,2879,96.82,0.1388,0.4077,0.1561,1151,382.2,0.7541,80.5,516.8,1.7887,0.2087,음식,일반 교육,43,331,17,62,172,109,2,14,61,340,0,0.0,없음,29,974,15472.2,965.4,62.4,0.85,52.8
2726055000,대구광역시 수성구 만촌1동,27260,수성구,2.6991,20174,9777,10397,3212,1950,2020,2747,3600,6645,94.04,0.1968,0.3146,0.3294,851,1236.9,0.0,102.4,434.8,1.9356,0.1675,음식,한식,115,93,11,17,196,132,4,46,38,199,0,0.0,없음,39,2268,7474.3,315.3,42.18,2.67,112.42
2726056000,대구광역시 수성구 만촌2동,27260,수성구,1.9514,13080,6548,6532,2395,1560,1334,2103,2321,3367,100.24,0.2213,0.3382,0.2574,612,658.5,0.3431,120.5,172.3,1.9354,0.1652,음식,한식,76,78,11,24,134,105,0,22,23,139,0,0.0,없음,17,469,6702.9,313.6,46.79,0.77,35.86
2726056100,대구광역시 수성구 만촌3동,27260,수성구,1.6947,20523,10643,9880,5389,1910,1514,4425,3708,3577,107.72,0.1668,0.3963,0.1743,735,416.1,0.5578,121.7,188.8,1.9243,0.1719,음식,이용·미용,53,107,13,54,163,104,1,17,31,192,2,14504.4,"담티, 만촌",13,797,12110.1,433.7,35.81,1.08,38.83
2726057000,대구광역시 수성구 수성1가동,27260,수성구,0.6383,16970,7626,9344,2859,1626,1570,2484,3100,5331,81.61,0.1883,0.3291,0.3141,708,306.7,0.8814,123.4,357.1,1.9594,0.164,음식,이용·미용,55,82,16,49,164,118,0,34,25,165,1,11615.6,대구은행,13,364,26586.2,1109.2,41.72,0.51,21.45
2726058000,대구광역시 수성구 수성2·3가동,27260,수성구,0.6602,10185,4952,5233,2036,1013,760,1609,1915,2852,94.63,0.1741,0.346,0.28,722,276.9,0.9848,81.0,550.7,1.8895,0.1857,음식,한식,64,83,25,26,158,95,0,19,30,222,1,5644.8,수성시장,24,1441,15427.1,1093.6,70.89,2.0,141.48
2726059000,대구광역시 수성구 수성4가동,27260,수성구,0.6138,12798,5867,6931,1459,1388,1183,1449,2602,4717,84.65,0.2009,0.3165,0.3686,678,395.7,0.7478,116.3,458.2,1.9008,0.1918,음식,한식,53,68,27,26,122,86,2,14,46,234,0,0.0,없음,14,423,20850.4,1104.6,52.98,0.62,33.05
2726060100,대구광역시 수성구 황금1동,27260,수성구,2.5751,20820,9953,10867,4762,1959,1662,3588,3783,5066,91.59,0.1739,0.354,0.2433,399,851.9,0.0702,140.7,72.8,1.9203,0.1666,음식,일반 교육,29,85,3,30,77,55,0,10,20,90,0,0.0,없음,13,480,8085.1,154.9,19.16,1.2,23.05
2726060200,대구광역시 수성구 황금2동,27260,수성구,1.1892,11770,5644,6126,1664,1329,1689,1756,1975,3357,92.13,0.2564,0.317,0.2852,1030,557.5,0.4214,71.0,395.5,1.9253,0.1843,음식,한식,119,64,19,53,173,176,12,40,43,331,1,2213.9,어린이회관,58,1605,9897.4,866.1,87.51,1.56,136.36
2726061000,대구광역시 수성구 중동,27260,수성구,0.948,14422,7047,7375,2369,1396,2068,2395,2432,3762,95.55,0.2402,0.3347,0.2609,808,1056.8,0.0334,71.2,386.9,1.9604,0.1665,음식,한식,107,52,14,32,167,149,6,52,30,199,0,0.0,없음,38,1100,15213.1,852.3,56.03,1.36,76.27
2726062000,대구광역시 수성구 상동,27260,수성구,1.3277,13938,6761,7177,1483,1388,1454,1724,2445,5444,94.2,0.2039,0.2991,0.3906,986,1288.9,0.0,115.7,118.7,1.9138,0.1732,음식,한식,131,70,4,50,216,190,8,37,39,241,0,0.0,없음,28,678,10497.9,742.6,70.74,0.69,48.64
2726063000,대구광역시 수성구 파동,27260,수성구,5.4129,17133,8198,8935,2440,1386,2397,2604,2883,5423,91.75,0.2208,0.3203,0.3165,326,1661.7,0.0,177.5,28.4,1.8928,0.1863,음식,한식,32,27,7,13,67,48,0,16,13,103,0,0.0,없음,13,264,3165.2,60.2,19.03,0.81,15.41
2726064000,대구광역시 수성구 두산동,27260,수성구,1.8605,14840,7171,7669,2121,1803,2190,2288,2620,3818,93.51,0.2691,0.3307,0.2573,1558,524.0,0.4589,63.3,732.3,1.7103,0.257,음식,한식,133,63,4,52,261,206,24,43,79,693,1,4499.5,수성못,72,3584,7976.4,837.4,104.99,2.3,241.51
2726065100,대구광역시 수성구 지산1동,27260,수성구,2.8948,18617,8813,9804,1646,2000,1886,2001,3468,7616,89.89,0.2087,0.2938,0.4091,1301,326.2,0.9101,78.8,541.8,1.8658,0.1928,음식,한식,105,95,22,27,292,220,6,51,80,403,1,5358.9,황금,63,1776,6431.2,449.4,69.88,1.37,95.4
2726065200,대구광역시 수성구 지산2동,27260,수성구,1.6406,18149,8408,9741,2255,1743,1929,2215,3340,6667,86.32,0.2023,0.3061,0.3673,787,398.0,0.8119,70.1,289.4,1.9254,0.1733,음식,이용·미용,98,60,12,38,187,136,3,28,32,193,1,4126.8,지산,26,928,11062.4,479.7,43.36,1.18,51.13
2726066100,대구광역시 수성구 범물1동,27260,수성구,5.8003,9654,4297,5357,590,648,667,854,1483,5412,80.21,0.1362,0.2421,0.5606,370,338.1,0.9676,151.4,815.3,1.6642,0.2539,소매,섬유·의복·신발 소매,18,21,5,11,140,44,1,12,8,110,2,11108.8,"범물, 용지",13,781,1664.4,63.8,38.33,2.11,80.9
2726066200,대구광역시 수성구 범물2동,27260,수성구,2.122,15526,7402,8124,2373,1449,1518,2158,2832,5196,91.11,0.1911,0.3214,0.3347,414,382.0,0.8309,92.4,463.5,1.9377,0.1709,음식,이용·미용,43,42,11,15,98,59,0,15,24,107,0,0.0,없음,14,590,7316.7,195.1,26.66,1.43,38.0
2726067000,대구광역시 수성구 고산1동,27260,수성구,8.624,31066,14890,16176,5924,3392,3054,4672,5989,8035,92.05,0.2075,0.3432,0.2586,1132,600.7,0.4735,94.4,613.8,1.7871,0.2082,음식,한식,41,176,30,32,243,147,1,10,69,383,1,11318.1,신매,43,2849,3602.3,131.3,36.44,2.52,91.71
2726068000,대구광역시 수성구 고산2동,27260,수성구,24.337,25533,12481,13052,4202,2797,2968,3433,4796,7337,95.63,0.2258,0.3223,0.2874,1270,499.8,0.5976,123.8,249.9,1.894,0.1828,소매,한식,180,97,9,71,345,133,5,52,53,325,3,11450.8,"고산, 대공원, 연호",88,6126,1049.1,52.2,49.74,4.82,239.92
2726069000,대구광역시 수성구 고산3동,27260,수성구,5.2954,29136,13886,15250,4188,3371,2881,3683,5998,9015,91.06,0.2146,0.3323,0.3094,841,377.6,0.8193,93.3,511.9,1.8415,0.1966,음식,한식,41,92,7,45,175,128,0,28,48,277,1,8180.9,사월,35,994,5502.1,158.8,28.86,1.18,34.12
2729055000,대구광역시 달서구 두류3동,27290,달서구,1.2035,8931,4312,4619,912,986,1201,1070,1484,3278,93.35,0.2449,0.286,0.367,781,263.5,0.9104,81.6,712.8,1.7883,0.2272,음식,한식,99,21,16,16,152,69,5,43,51,309,1,14138.0,두류,23,954,7420.9,648.9,87.45,1.22,106.82
2729059000,대구광역시 달서구 본리동,27290,달서구,1.0774,22993,11298,11695,4102,2023,3410,3744,3946,5768,96.61,0.2363,0.3344,0.2509,723,1208.5,0.0,111.4,381.0,1.8016,0.2229,음식,한식,39,31,9,41,167,92,9,19,45,271,0,0.0,없음,48,1195,21341.2,671.1,31.44,1.65,51.97
2729055500,대구광역시 달서구 감삼동,27290,달서구,1.1434,31125,15128,15997,5313,3493,4956,4738,5121,7504,94.57,0.2715,0.3168,0.2411,1465,450.0,0.641,84.8,514.2,1.8307,0.2048,음식,한식,122,72,26,54,312,270,6,56,58,489,1,12921.8,감삼,37,1705,27221.4,1281.3,47.07,1.16,54.78
2729056300,대구광역시 달서구 죽전동,27290,달서구,0.7849,14344,7054,7290,1513,1801,2373,1751,2366,4540,96.76,0.291,0.287,0.3165,951,343.2,0.8107,74.0,580.0,1.8808,0.1874,음식,한식,106,30,34,34,237,176,4,41,34,255,1,13243.8,죽전,42,1402,18274.9,1211.6,66.3,1.47,97.74
2729056800,대구광역시 달서구 장기동,27290,달서구,2.76,15347,7429,7918,2036,1704,1943,2037,2922,4705,93.82,0.2376,0.3231,0.3066,846,906.7,0.1548,103.8,327.3,1.8569,0.1898,음식,한식,83,62,3,37,138,183,1,34,44,261,0,0.0,없음,34,958,5560.5,306.5,55.12,1.13,62.42
2729057600,대구광역시 달서구 이곡1동,27290,달서구,1.8033,19663,9794,9869,2203,2608,2299,2229,4324,6000,99.24,0.2496,0.3333,0.3051,837,366.7,0.8339,74.0,1398.8,1.8622,0.1923,음식,한식,51,74,13,18,187,133,2,32,66,261,2,15640.1,"성서산업단지, 이곡",56,2777,10903.9,464.1,42.57,3.32,141.23
2729058500,대구광역시 달서구 신당동,27290,달서구,9.211,27882,14062,13820,2655,6207,2984,2597,5049,8390,101.75,0.3296,0.2742,0.3009,2465,821.4,0.4365,133.7,477.8,1.7073,0.2461,음식,한식,168,47,6,86,638,289,61,79,120,971,2,24240.6,"강창, 계명대",113,7236,3027.0,267.6,88.41,2.94,259.52
2729060200,대구광역시 달서구 월성2동,27290,달서구,7.6185,13435,6323,7112,1025,1055,952,1353,2482,6568,88.91,0.1494,0.2854,0.4889,455,1831.7,0.0,147.8,250.2,1.7894,0.1993,음식,구내식당·뷔페,59,13,0,18,111,84,2,24,13,131,0,0.0,없음,41,2943,1763.5,59.7,33.87,6.47,219.05
2729062400,대구광역시 달서구 상인1동,27290,달서구,1.4947,31919,15296,16623,5072,3442,3174,4102,6108,10021,92.02,0.2073,0.3199,0.314,1050,455.1,0.5638,53.7,886.7,1.7616,0.2128,소매,섬유·의복·신발 소매,56,138,23,19,332,130,0,12,55,285,1,20963.7,상인,54,2895,21354.8,702.5,32.9,2.76,90.7
2729062500,대구광역시 달서구 상인2동,27290,달서구,0.9567,16737,8272,8465,1714,2095,2446,1934,2734,5814,97.72,0.2713,0.2789,0.3474,1185,510.6,0.5401,100.6,566.3,1.6938,0.2493,음식,한식,61,44,13,28,246,181,3,33,84,492,0,0.0,없음,33,927,17494.5,1238.6,70.8,0.78,55.39
2729062600,대구광역시 달서구 상인3동,27290,달서구,3.3085,9445,4508,4937,475,562,668,868,1482,5390,91.31,0.1302,0.2488,0.5707,363,1319.7,0.0,107.1,327.8,1.7064,0.2307,음식,한식,20,11,2,8,95,56,0,13,29,129,0,0.0,없음,13,464,2854.8,109.7,38.43,1.28,49.13
2729062800,대구광역시 달서구 도원동,27290,달서구,11.188,30857,14645,16212,3580,2977,2885,3641,5755,12019,90.33,0.19,0.3045,0.3895,659,1382.2,0.0,72.1,337.0,1.7287,0.2284,음식,한식,24,51,10,24,149,98,0,6,50,247,0,0.0,없음,41,1977,2758.0,58.9,21.36,3.0,64.07
2729063000,대구광역시 달서구 송현1동,27290,달서구,2.4579,15927,7997,7930,1195,1739,1722,1821,2870,6580,100.84,0.2173,0.2945,0.4131,837,366.2,0.7921,126.3,209.0,1.8609,0.1854,음식,이용·미용,79,45,5,29,203,185,1,47,39,204,1,6693.2,송현,22,743,6479.9,340.5,52.55,0.89,46.65
2729064000,대구광역시 달서구 송현2동,27290,달서구,0.9693,17618,8353,9265,1613,1641,2073,2058,2927,7306,90.16,0.2108,0.2829,0.4147,1011,449.2,0.6281,97.7,378.6,1.7597,0.2185,음식,한식,74,27,13,27,254,184,2,48,45,337,1,7829.2,월촌,33,831,18176.0,1043.0,57.38,0.82,47.17
2729065000,대구광역시 달서구 본동,27290,달서구,1.0557,13148,6441,6707,1434,1307,1671,1746,2420,4570,96.03,0.2265,0.3169,0.3476,513,1394.5,0.0,83.4,371.6,1.8481,0.202,음식,한식,46,11,3,29,105,77,6,30,29,177,0,0.0,없음,31,1481,12454.3,485.9,39.02,2.89,112.64
2729057100,대구광역시 달서구 용산1동,27290,달서구,1.4578,27808,13872,13936,3611,3448,3187,3314,6043,8205,99.54,0.2386,0.3365,0.2951,1001,500.2,0.5395,102.7,594.5,1.8138,0.2029,음식,한식,116,40,15,27,264,132,0,36,63,308,1,12948.6,용산,27,2800,19075.3,686.7,36.0,2.8,100.69
2729057200,대구광역시 달서구 용산2동,27290,달서구,1.5398,24584,12158,12426,2829,2811,2562,2970,5390,8022,97.84,0.2186,0.3401,0.3263,518,752.7,0.1409,119.8,147.4,1.7934,0.2037,음식,한식,41,17,2,16,110,106,0,31,30,165,0,0.0,없음,19,678,15965.7,336.4,21.07,1.31,27.58
2729057700,대구광역시 달서구 이곡2동,27290,달서구,2.2612,14054,7102,6952,1327,1556,1606,1650,2750,5165,102.16,0.225,0.3131,0.3675,869,594.7,0.6479,71.2,1744.6,1.7889,0.2376,음식,한식,86,34,11,25,150,80,11,40,64,368,0,0.0,없음,81,4290,6215.3,384.3,61.83,4.94,305.25
2729051500,대구광역시 달서구 성당동,27290,달서구,1.9869,19920,9622,10298,2472,1679,2038,2676,3387,7668,93.44,0.1866,0.3044,0.3849,1049,917.0,0.0143,97.4,251.2,1.8319,0.2022,음식,한식,84,46,6,32,254,196,17,47,43,324,0,0.0,없음,41,2331,10025.7,528.0,52.66,2.22,117.02
2729053500,"대구광역시 달서구 두류1,2동",27290,달서구,1.2776,15672,7693,7979,1431,2034,2568,1852,2425,5362,96.42,0.2936,0.2729,0.3421,955,325.6,0.8597,108.8,680.4,1.903,0.181,음식,한식,129,35,6,46,207,136,10,76,33,277,2,15669.8,"내당, 반고개",36,3657,12266.8,747.5,60.94,3.83,233.35
2771025000,대구광역시 달성군 화원읍,27710,달성군,25.9877,45354,22305,23049,5811,4481,4873,5382,8767,16040,96.77,0.2062,0.312,0.3537,1512,477.2,0.6104,134.8,174.0,1.7733,0.2158,음식,한식,78,66,15,62,421,256,2,56,80,476,2,17158.0,"설화명곡, 화원",64,2363,1745.2,58.2,33.34,1.56,52.1
2771025300,대구광역시 달성군 논공읍,27710,달성군,44.0501,14804,8023,6781,1548,1236,1359,1871,3353,5437,118.32,0.1753,0.3529,0.3673,1021,8220.1,0.0,217.0,76.6,1.7366,0.2276,음식,한식,41,14,5,47,311,152,12,54,58,327,0,0.0,없음,42,1664,336.1,23.2,68.97,1.63,112.4
2771025600,대구광역시 달성군 다사읍,27710,달성군,36.8156,88904,44288,44616,19414,7491,11904,17174,14262,18659,99.26,0.2182,0.3536,0.2099,2317,1242.5,0.3423,105.2,475.8,1.7768,0.2192,음식,한식,98,214,29,88,514,331,3,50,144,846,3,24793.4,"다사, 대실, 문양",133,4705,2414.8,62.9,26.06,2.03,52.92
2771031000,대구광역시 달성군 가창면,27710,달성군,110.4332,6719,3300,3419,587,394,366,633,1012,3727,96.52,0.1131,0.2448,0.5547,388,5522.5,0.0,661.2,134.5,1.676,0.2743,음식,한식,29,8,2,19,87,22,16,14,14,177,0,0.0,없음,32,2291,60.8,3.5,57.75,5.9,340.97
2771033000,대구광역시 달성군 하빈면,27710,달성군,37.7234,3104,1698,1406,121,127,183,196,498,1979,120.77,0.0999,0.2236,0.6376,177,3593.4,0.0,544.1,16.9,1.703,0.2362,음식,한식,6,3,0,13,56,17,3,16,4,59,0,0.0,없음,16,850,82.3,4.7,57.02,4.8,273.84
2771026200,대구광역시 달성군 옥포읍,27710,달성군,47.4421,22138,11110,11028,3452,1411,2379,3474,3547,7875,100.74,0.1712,0.3171,0.3557,731,4106.1,0.0,318.4,152.0,1.7783,0.2247,음식,한식,38,44,8,34,186,102,10,15,31,263,0,0.0,없음,39,937,466.6,15.4,33.02,1.28,42.33
2771026500,대구광역시 달성군 현풍읍,27710,달성군,24.3321,20887,11038,9849,3326,2240,3249,3557,2881,5634,112.07,0.2628,0.3082,0.2697,1373,12264.0,0.0,118.1,500.4,1.6722,0.2549,음식,한식,50,39,5,58,323,199,9,55,68,567,0,0.0,없음,76,3238,858.4,56.4,65.73,2.36,155.02
2771025900,대구광역시 달성군 유가읍,27710,달성군,56.1887,31236,15897,15339,8445,2435,4474,7118,4273,4491,103.64,0.2212,0.3647,0.1438,1117,12162.5,0.0,151.4,1047.5,1.7554,0.2371,음식,한식,55,118,18,33,201,130,3,24,72,463,0,0.0,없음,60,4302,555.9,19.9,35.76,3.85,137.73
2771038000,대구광역시 달성군 구지면,27710,달성군,39.6367,18847,9971,8876,4072,1366,3313,3831,2417,3848,112.34,0.2483,0.3315,0.2042,693,17209.4,0.0,218.4,87.9,1.65,0.2894,음식,한식,23,42,5,41,113,73,7,21,28,340,0,0.0,없음,59,2321,475.5,17.5,36.77,3.35,123.15
2772025000,대구광역시 군위군 군위읍,27720,군위군,82.95,7901,4113,3788,797,517,556,822,1415,3794,108.58,0.1358,0.2831,0.4802,559,30678.1,0.0,27018.2,0.0,1.7561,0.2261,음식,한식,60,17,3,27,168,57,7,19,17,184,0,0.0,없음,0,0,95.3,6.7,70.75,0.0,0.0
2772031000,대구광역시 군위군 소보면,27720,군위군,99.6768,2221,1187,1034,59,42,90,137,307,1586,114.8,0.0594,0.1999,0.7141,63,34386.7,0.0,31982.8,0.0,1.6534,0.2663,음식,한식,4,3,0,3,18,3,2,1,3,26,0,0.0,없음,0,0,22.3,0.6,28.37,0.0,0.0
2772032000,대구광역시 군위군 효령면,27720,군위군,96.6177,3639,1913,1726,149,117,180,199,527,2467,110.83,0.0816,0.1995,0.6779,140,19823.3,0.0,15880.3,0.0,1.6874,0.2412,음식,한식,8,4,0,5,43,16,10,4,1,49,0,0.0,없음,0,0,37.7,1.4,38.47,0.0,0.0
2772033000,대구광역시 군위군 부계면,27720,군위군,65.1498,2106,1111,995,74,66,98,103,343,1422,111.66,0.0779,0.2118,0.6752,156,14132.4,0.0,7043.5,0.0,1.5238,0.3038,음식,한식,4,1,0,9,25,5,29,2,5,76,0,0.0,없음,0,0,32.3,2.4,74.07,0.0,0.0
2772034000,대구광역시 군위군 우보면,27720,군위군,60.4878,1937,999,938,47,58,64,94,270,1404,106.5,0.063,0.1879,0.7248,48,27265.0,0.0,21124.7,0.0,1.6422,0.2483,소매,한식,3,0,0,2,17,6,2,2,1,15,0,0.0,없음,0,0,32.0,0.8,24.78,0.0,0.0
2772035000,대구광역시 군위군 의흥면,27720,군위군,54.4298,2217,1102,1115,61,54,75,129,279,1619,98.83,0.0582,0.184,0.7303,92,27468.0,0.0,19238.7,0.0,1.3958,0.319,음식,한식,2,0,0,3,30,9,3,0,4,41,0,0.0,없음,0,0,40.7,1.7,41.5,0.0,0.0
2772036000,대구광역시 군위군 산성면,27720,군위군,36.9047,1201,619,582,37,19,35,46,171,893,106.36,0.045,0.1807,0.7435,45,21435.4,0.0,12862.3,0.0,1.3772,0.3343,음식,한식,1,0,0,0,13,2,3,1,3,22,0,0.0,없음,0,0,32.5,1.2,37.47,0.0,0.0
2772037000,대구광역시 군위군 삼국유사면,27720,군위군,115.041,1330,716,614,23,22,35,79,172,999,116.61,0.0429,0.1887,0.7511,36,24412.0,0.0,15619.2,0.0,1.542,0.2639,음식,한식,0,1,0,0,6,1,10,2,2,14,0,0.0,없음,0,0,11.6,0.3,27.07,0.0,0.0
