adm_cd2,indsLclsCd,indsLclsNm,store_count,avg_nearest_subway_dist_m,ratio_subway_zone,avg_parking_capacity_300m,avg_competitor_lcls_300m,avg_competitor_mcls_300m,adm_nm,signgu_cd,signgu_nm,area_km2,pop_total,pop_density,sex_ratio,ratio_2030,ratio_4050,ratio_60plus,total_stores,dong_station_count,dong_daily_ridership,dong_parking_lot_count,dong_total_parking_capacity,store_share_in_dong,store_share_in_city,location_quotient,store_density_km2,stores_per_1000_pop
2711066000,R1,예술·스포츠,6,260.2,1.0,278.3,14.2,5.8,대구광역시 중구 남산3동,27110,중구,0.4076,5779,14178.1,84.57,0.1909,0.3116,0.3655,313,1,5728.2,10,404,0.0192,0.0012,0.445,14.72,1.04
2711066000,S2,수리·개인,61,214.6,1.0,258.1,54.5,23.1,대구광역시 중구 남산3동,27110,중구,0.4076,5779,14178.1,84.57,0.1909,0.3116,0.3655,313,1,5728.2,10,404,0.1949,0.0037,1.408,149.66,10.56
2711067000,G2,소매,81,368.2,0.8025,307.5,76.0,12.6,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.201,0.0027,0.78,180.4,5.11
2711067000,I1,숙박,2,518.0,0.5,247.0,2.0,2.0,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.005,0.0017,0.506,4.45,0.13
2711067000,I2,음식,113,366.9,0.7522,275.7,79.5,20.3,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.2804,0.003,0.874,251.67,7.13
2711067000,L1,부동산,34,343.4,0.8529,348.9,23.9,23.9,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0844,0.0082,2.397,75.72,2.15
2711067000,M1,과학·기술,31,268.1,0.9355,365.9,23.6,3.5,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0769,0.003,0.895,69.04,1.96
2711067000,N1,시설관리·임대,13,342.4,0.9231,306.5,6.2,1.2,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0323,0.003,0.878,28.95,0.82
2711067000,P1,교육,37,329.1,0.8919,339.5,25.1,10.8,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0918,0.0053,1.552,82.41,2.34
2711067000,Q1,보건의료,7,142.4,1.0,469.1,16.7,15.0,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0174,0.0046,1.344,15.59,0.44
2711067000,R1,예술·스포츠,17,342.6,0.9412,283.3,16.8,6.7,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.0422,0.0033,0.978,37.86,1.07
2711067000,S2,수리·개인,68,382.5,0.7647,292.1,43.9,22.9,대구광역시 중구 남산4동,27110,중구,0.449,15842,35282.9,87.19,0.2398,0.3064,0.2859,403,0,0.0,16,481,0.1687,0.0042,1.219,151.45,4.29
2711068000,G2,소매,325,157.9,1.0,961.7,163.3,62.7,대구광역시 중구 대봉1동,27110,중구,0.5627,7666,13623.6,85.35,0.237,0.3119,0.2824,1117,2,19088.4,23,1613,0.291,0.0107,1.129,577.57,42.39
2711068000,I1,숙박,9,235.1,1.0,673.1,5.3,5.3,대구광역시 중구 대봉1동,27110,중구,0.5627,7666,13623.6,85.35,0.237,0.3119,0.2824,1117,2,19088.4,23,1613,0.0081,0.0078,0.821,15.99,1.17
2711068000,I2,음식,293,205.4,1.0,658.7,163.3,33.2,대구광역시 중구 대봉1동,27110,중구,0.5627,7666,13623.6,85.35,0.237,0.3119,0.2824,1117,2,19088.4,23,1613,0.2623,0.0077,0.817,520.7,38.22
2711068000,L1,부동산,23,206.0,1.0,896.0,17.6,17.6,대구광역시 중구 대봉1동,27110,중구,0.5627,7666,13623.6,85.35,0.237,0.3119,0.2824,1117,2,19088.4,23,1613,0.0206,0.0055,0.585,40.87,3.0
