rank,adm_nm,signgu_nm,adm_cd2,total_score,demand_score,target_fit_score,competition_score,accessibility_score,parking_score,industry_fit_score,cat_store_count,pop_total,target_pop,target_ratio,location_quotient,dong_daily_ridership,cat_avg_subway_dist,cat_avg_comp_300m,dong_total_parking_capacity,parking_capacity_per_store,signgu_cd,area_km2,pop_density,total_stores,store_density_km2,avg_dist_to_subway_m,ratio_stores_in_subway_zone,dong_station_count,dong_parking_lot_count,avg_parking_capacity_300m,category_entropy,cat_ratio_subway,cat_avg_parking_300m,store_share_in_dong,pop_per_store,target_pop_per_store,query_industry,query_target_age,industry_label,target_demographic_label,category_type
145,대구광역시 북구 침산1동,북구,2723055000,30.71,14.23,32.15,56.04,19.46,11.07,75.84,33,3441,3441,1.0,1.23,0.0,1811.5,14.2,115,0.59,27230,1.4697,2341.3,196,133.4,1796.3,0.0,0,6,93.6,1.733,0.0,74.7,0.1684,101.2,101.2,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
146,대구광역시 군위군 삼국유사면,군위군,2772037000,29.33,6.27,30.27,62.42,12.41,2.35,99.33,12,1330,1330,1.0,2.435,0.0,25967.6,0.5,0,0.0,27720,115.041,11.6,36,0.3,24412.0,0.0,0,0,0.0,1.542,0.0,0.0,0.3333,102.3,102.3,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
147,대구광역시 군위군 우보면,군위군,2772034000,29.05,7.11,30.54,90.1,11.74,2.35,53.02,7,1937,1937,1.0,1.065,0.0,27862.6,6.0,0,0.0,27720,60.4878,32.0,48,0.8,27265.0,0.0,0,0,0.0,1.6422,0.0,0.0,0.1458,242.1,242.1,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
148,대구광역시 군위군 산성면,군위군,2772036000,28.79,6.84,30.0,69.13,12.75,2.35,82.21,8,1201,1201,1.0,1.299,0.0,20580.4,1.5,0,0.0,27720,36.9047,32.5,45,1.2,21435.4,0.0,0,0,0.0,1.3772,0.0,0.0,0.1778,133.4,133.4,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
149,대구광역시 군위군 의흥면,군위군,2772035000,28.78,8.66,31.07,61.74,12.08,2.35,86.58,17,2217,2217,1.0,1.35,0.0,27700.1,9.9,0,0.0,27720,54.4298,40.7,92,1.7,27468.0,0.0,0,0,0.0,1.3958,0.0,0.0,0.1848,123.2,123.2,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
150,대구광역시 군위군 부계면,군위군,2772033000,28.32,8.19,30.8,49.33,13.76,2.35,100.0,57,2106,2106,1.0,2.669,0.0,13798.7,3.2,0,0.0,27720,65.1498,32.3,156,2.4,14132.4,0.0,0,0,0.0,1.5238,0.0,0.0,0.3654,36.3,36.3,한식,all,한식 음식점,전체 인구,중분류 (한식 음식점)
1,대구광역시 동구 신암4동,동구,2714054000,74.46,68.86,89.13,88.26,86.04,76.85,21.48,31,18383,5832,0.3172,0.728,43556.8,345.9,16.2,2706,5.19,27140,1.1656,15771.3,521,447.0,378.4,0.7179,2,29,569.0,1.8721,0.7742,409.0,0.0595,574.5,182.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
2,대구광역시 북구 칠성동,북구,2723052600,74.25,85.17,84.16,83.56,57.45,93.05,14.09,66,23657,6264,0.2648,0.598,23713.1,683.0,15.4,4486,3.33,27230,1.3907,17010.9,1349,970.0,435.4,0.6308,2,51,877.9,1.5237,0.3333,1203.9,0.0489,353.1,93.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
3,대구광역시 달서구 감삼동,달서구,2729055500,73.79,92.55,90.07,17.78,65.77,58.12,96.64,195,31125,8449,0.2715,1.629,12921.8,494.6,46.8,1705,1.16,27290,1.1434,27221.4,1465,1281.3,450.0,0.641,1,37,514.2,1.8307,0.5333,464.8,0.1331,158.8,43.1,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
4,대구광역시 동구 안심4동,동구,2714074700,71.79,74.73,69.93,77.85,82.28,71.41,42.28,79,26289,5953,0.2264,0.982,13918.2,362.7,17.3,2726,2.77,27140,2.572,10221.2,985,383.0,390.0,0.7503,2,66,438.1,1.8606,0.7848,407.3,0.0802,328.6,74.4,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
5,대구광역시 달서구 상인1동,달서구,2729062400,71.4,90.67,60.94,50.0,65.57,78.25,68.46,102,31919,6616,0.2073,1.188,20963.7,538.9,28.2,2895,2.76,27290,1.4947,21354.8,1050,702.5,455.1,0.5638,1,54,886.7,1.7616,0.4706,542.2,0.0971,309.9,64.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
6,대구광역시 달서구 진천동,달서구,2729061500,71.22,85.24,72.75,28.86,72.88,72.48,85.91,235,49267,10985,0.223,1.394,33114.2,503.9,31.4,3768,1.83,27290,5.3271,9248.4,2063,387.3,538.6,0.6757,3,95,557.9,1.7891,0.7532,505.8,0.1139,208.8,46.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
7,대구광역시 달서구 용산1동,달서구,2729057100,71.05,83.83,78.53,53.19,64.16,71.55,54.36,86,27808,6635,0.2386,1.051,12948.6,530.1,31.3,2800,2.8,27290,1.4578,19075.3,1001,686.7,500.2,0.5395,1,27,594.5,1.8138,0.4535,403.3,0.0859,319.6,76.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
8,대구광역시 북구 구암동,북구,2723074500,70.95,74.9,64.7,64.09,87.05,67.28,61.41,97,30230,6498,0.215,1.147,15065.5,315.0,23.1,2117,2.05,27230,4.1947,7206.7,1035,246.7,349.2,0.7449,3,41,403.8,1.7552,0.8247,453.0,0.0937,308.5,66.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
9,대구광역시 수성구 범어1동,수성구,2726051000,70.84,83.59,56.11,53.69,94.77,81.41,41.28,79,22679,4721,0.2082,0.979,19467.9,268.1,24.0,2378,2.41,27260,1.1852,19135.2,988,833.6,239.4,0.996,2,34,1056.3,1.9254,1.0,803.3,0.08,283.5,59.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
10,"대구광역시 달서구 두류1,2동",달서구,2729053500,70.8,68.36,83.89,43.29,90.67,88.53,45.64,78,15672,4602,0.2936,1.0,15669.8,271.8,28.4,3657,3.83,27290,1.2776,12266.8,955,747.5,325.6,0.8597,2,36,680.4,1.903,0.8846,673.4,0.0817,198.4,58.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
11,대구광역시 달서구 이곡1동,달서구,2729057600,70.39,70.04,76.78,32.72,78.32,90.4,83.22,92,19663,4907,0.2496,1.345,15640.1,407.5,32.0,2777,3.32,27290,1.8033,10903.9,837,464.1,366.7,0.8339,2,56,1398.8,1.8622,0.7609,1418.5,0.1099,211.4,52.8,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
12,대구광역시 북구 동천동,북구,2723078000,68.91,86.88,69.93,21.82,77.05,89.26,51.01,121,24635,5638,0.2289,1.037,8538.0,394.6,41.6,4100,2.87,27230,1.0632,23170.6,1429,1344.1,430.1,0.6767,1,118,1498.7,1.7811,0.7438,1019.4,0.0847,201.9,46.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
13,대구광역시 달성군 다사읍,달성군,2771025600,68.6,78.79,69.8,71.14,51.41,73.19,53.02,198,88904,19395,0.2182,1.046,24793.4,1089.6,24.1,4705,2.03,27710,36.8156,2414.8,2317,62.9,1242.5,0.3423,3,133,475.8,1.7768,0.4091,486.9,0.0855,446.8,97.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
14,대구광역시 남구 대명2동,남구,2720057100,68.46,65.84,89.8,61.58,87.38,37.75,46.31,66,15229,5355,0.3516,1.011,7568.7,300.2,27.8,780,0.98,27200,0.8755,17394.6,799,912.6,253.3,0.9862,1,20,331.0,1.8046,0.9394,284.9,0.0826,227.3,79.9,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
15,대구광역시 달서구 신당동,달서구,2729058500,68.38,75.64,94.77,35.24,71.68,81.47,25.5,153,27882,9191,0.3296,0.76,24240.6,469.3,34.9,7236,2.94,27290,9.211,3027.0,2465,267.6,821.4,0.4365,2,113,477.8,1.7073,0.6144,512.8,0.0621,181.1,59.7,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
16,대구광역시 동구 안심1동,동구,2714072000,68.26,84.53,61.2,35.24,71.07,65.3,81.88,194,37158,7565,0.2036,1.336,15850.8,448.1,26.9,2910,1.64,27140,3.4892,10649.4,1776,509.0,428.2,0.5923,2,56,451.6,1.7618,0.5825,400.3,0.1092,190.6,38.8,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
17,대구광역시 달서구 죽전동,달서구,2729056300,67.86,69.8,81.21,15.77,85.97,65.57,88.59,109,14344,4174,0.291,1.403,13243.8,330.0,46.3,1402,1.47,27290,0.7849,18274.9,951,1211.6,343.2,0.8107,1,42,580.0,1.8808,0.8716,560.6,0.1146,130.4,37.9,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
18,대구광역시 달성군 화원읍,달성군,2771025000,66.85,76.04,63.22,66.78,77.12,42.42,55.7,132,45354,9354,0.2062,1.068,17158.0,401.4,23.3,2363,1.56,27710,25.9877,1745.2,1512,58.2,477.2,0.6104,2,64,174.0,1.7733,0.6288,165.3,0.0873,341.0,70.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
19,대구광역시 북구 태전2동,북구,2723073500,66.6,67.82,67.25,53.69,72.68,68.72,69.8,94,21610,4905,0.227,1.197,3795.2,410.2,22.7,2036,2.12,27230,2.0691,10444.2,961,464.5,413.0,0.7815,1,51,470.0,1.797,0.766,475.8,0.0978,227.5,51.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
20,대구광역시 달서구 유천동,달서구,2729061700,66.01,73.86,66.58,51.51,44.16,74.56,87.25,83,32864,7092,0.2158,1.395,0.0,653.0,32.1,1643,2.26,27290,1.3119,25050.7,728,554.9,622.7,0.2788,0,41,613.2,1.8499,0.2048,662.1,0.114,391.2,84.4,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
21,대구광역시 북구 복현2동,북구,2723067200,65.39,63.59,83.96,77.52,20.9,60.34,87.25,74,28733,7367,0.2564,1.395,0.0,1581.5,22.3,1348,2.08,27230,1.8078,15893.9,649,359.0,1620.2,0.0,0,39,355.2,1.8941,0.0,379.4,0.114,383.1,98.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
22,대구광역시 수성구 고산3동,수성구,2726069000,65.27,67.78,62.95,50.0,77.59,51.51,80.54,91,29136,6252,0.2146,1.324,8180.9,402.6,29.1,994,1.18,27260,5.2954,5502.1,841,158.8,377.6,0.8193,1,35,511.9,1.8415,0.8022,392.4,0.1082,316.7,68.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
23,대구광역시 북구 태전1동,북구,2723072500,64.99,64.33,83.49,43.12,53.09,50.0,95.64,106,21074,5677,0.2694,1.593,3814.3,650.7,27.8,1588,1.95,27230,2.5135,8384.3,814,323.9,633.0,0.2862,1,23,327.5,1.7551,0.3302,248.6,0.1302,197.0,53.1,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
24,대구광역시 북구 국우동,북구,2723080000,64.97,61.41,85.23,56.04,53.42,52.28,78.52,98,29112,7497,0.2575,1.273,3118.2,694.6,28.9,2431,2.58,27230,16.9087,1721.7,942,55.7,759.4,0.4586,2,41,272.2,1.7701,0.5408,194.1,0.104,294.1,75.7,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
25,대구광역시 수성구 고산2동,수성구,2726068000,64.89,67.85,68.05,77.35,76.04,58.32,20.81,75,25533,5765,0.2258,0.723,11450.8,404.4,18.7,6126,4.82,27260,24.337,1049.1,1270,52.2,499.8,0.5976,3,88,249.9,1.894,0.72,164.9,0.0591,336.0,75.9,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
26,대구광역시 중구 성내3동,중구,2711058500,64.88,55.77,85.77,93.96,84.03,22.85,20.13,26,13643,4522,0.3315,0.717,5778.9,347.0,9.5,259,0.58,27110,0.7455,18300.5,444,595.6,332.9,0.9302,1,12,257.9,1.9273,0.9615,201.2,0.0586,505.3,167.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
27,대구광역시 북구 고성동,북구,2723051000,64.37,55.74,88.73,82.38,59.63,54.5,31.54,35,14603,4975,0.3407,0.853,0.0,436.8,20.6,694,1.38,27230,0.52,28082.7,502,965.4,502.8,0.4641,0,9,698.5,1.5975,0.5714,449.8,0.0697,405.6,138.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
28,대구광역시 수성구 범어2동,수성구,2726052000,63.81,69.03,73.29,55.88,68.6,81.57,16.11,58,15345,3938,0.2566,0.649,10699.6,442.6,27.1,2861,2.62,27260,1.0094,15202.1,1094,1083.8,482.8,0.5384,1,42,1064.7,1.8705,0.569,664.8,0.053,260.1,66.7,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
29,대구광역시 남구 대명5동,남구,2720060000,62.8,46.84,74.36,56.54,88.05,83.62,38.26,46,8896,3024,0.3399,0.928,11071.1,258.7,25.5,2694,4.44,27200,0.74,12021.6,607,820.3,256.8,0.8666,1,20,557.7,1.8206,0.8261,594.1,0.0758,189.3,64.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
30,대구광역시 중구 남산4동,중구,2711067000,62.61,57.58,67.65,53.69,69.6,40.47,92.62,49,15842,3799,0.2398,1.488,0.0,383.2,31.0,481,1.19,27110,0.449,35282.9,403,897.6,351.8,0.8164,0,16,308.4,1.9455,0.7959,290.3,0.1216,316.8,76.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
31,대구광역시 동구 신천3동,동구,2714057000,62.53,58.62,79.2,60.24,58.86,79.5,32.89,54,14835,4046,0.2727,0.858,0.0,449.7,27.1,1998,2.59,27140,0.7179,20664.4,770,1072.6,542.0,0.4195,0,48,1228.0,1.9695,0.6111,719.3,0.0701,269.7,73.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
32,대구광역시 수성구 고산1동,수성구,2726067000,62.27,72.28,60.8,32.21,58.66,76.84,71.14,111,31066,6446,0.2075,1.201,11318.1,601.8,35.8,2849,2.52,27260,8.624,3602.3,1132,131.3,600.7,0.4735,1,43,613.8,1.7871,0.3423,578.4,0.0981,277.4,57.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
33,대구광역시 동구 신천4동,동구,2714058000,61.9,58.32,86.71,65.6,45.03,97.25,7.38,63,12937,4487,0.3468,0.438,0.0,669.1,23.3,6933,3.94,27140,0.7957,16258.6,1759,2210.6,655.2,0.3627,0,85,2660.8,1.7119,0.3492,2429.5,0.0358,202.1,70.1,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
34,대구광역시 동구 안심3동,동구,2714074200,61.52,57.28,68.46,49.33,75.3,39.66,79.87,75,19897,4619,0.2321,1.285,6999.1,395.0,27.9,913,1.28,27140,5.8689,3390.2,714,121.7,457.1,0.556,1,29,232.8,1.9059,0.7333,219.8,0.105,261.8,60.8,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
35,대구광역시 달서구 용산2동,달서구,2729057200,61.38,59.93,62.69,81.54,44.36,29.2,90.6,61,24584,5373,0.2186,1.442,0.0,660.4,16.3,678,1.31,27290,1.5398,15965.7,518,336.4,752.7,0.1409,0,19,147.4,1.7934,0.3115,144.8,0.1178,396.5,86.7,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
36,대구광역시 서구 내당1동,서구,2717051000,61.05,54.63,75.44,39.76,43.89,74.63,95.64,60,14683,3917,0.2668,1.593,0.0,654.1,33.8,1153,2.5,27170,0.5707,25728.1,461,807.8,613.4,0.3362,0,27,826.7,1.842,0.2167,665.4,0.1302,240.7,64.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
37,대구광역시 달서구 월성1동,달서구,2729060100,60.89,80.54,54.29,20.47,37.79,89.4,81.88,157,39423,7527,0.1909,1.336,0.0,860.4,47.9,4066,2.83,27290,1.9323,20402.1,1438,744.2,899.2,0.096,0,70,1080.4,1.8341,0.1401,1043.2,0.1092,249.5,47.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
38,대구광역시 북구 관문동,북구,2723071500,60.42,64.33,56.24,83.56,39.93,58.46,55.03,70,31975,6317,0.1976,1.059,7033.3,1633.1,15.1,2576,3.18,27230,14.8231,2157.1,809,54.6,1662.6,0.3498,3,64,205.6,1.7905,0.4286,209.1,0.0865,450.4,89.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
39,대구광역시 수성구 범어3동,수성구,2726053000,59.8,71.34,70.87,39.94,52.48,81.41,22.15,70,17016,4089,0.2403,0.742,0.0,538.7,29.9,2389,2.07,27260,0.5836,29157.0,1155,1979.1,503.0,0.4978,0,39,1299.8,1.8564,0.4429,1034.5,0.0606,239.7,57.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
40,대구광역시 달서구 본리동,달서구,2729059000,58.97,67.85,72.62,73.32,25.6,57.65,34.9,53,22993,5433,0.2363,0.897,0.0,1199.9,23.6,1195,1.65,27290,1.0774,21341.2,723,671.1,1208.5,0.0,0,48,381.0,1.8016,0.0,376.6,0.0733,425.8,100.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
41,대구광역시 북구 읍내동,북구,2723077000,58.9,57.78,73.15,45.47,29.96,68.93,87.25,113,24576,5774,0.2349,1.395,0.0,935.8,25.0,1572,1.59,27230,5.6904,4318.9,991,174.2,977.2,0.0,0,37,601.6,1.7105,0.0,607.4,0.114,215.6,50.6,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
42,대구광역시 수성구 지산1동,수성구,2726065100,58.88,65.57,52.01,17.96,84.5,55.17,79.19,136,18617,3886,0.2087,1.279,5358.9,315.4,30.8,1776,1.37,27260,2.8948,6431.2,1301,449.4,326.2,0.9101,1,63,541.8,1.8658,0.9338,363.9,0.1045,135.9,28.4,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
43,대구광역시 중구 남산2동,중구,2711065000,58.39,55.0,65.77,30.54,97.52,72.48,22.82,36,7394,2212,0.2992,0.743,82629.0,233.7,51.5,863,1.46,27110,0.3916,18881.5,593,1514.3,289.0,1.0,4,11,1474.2,1.9141,1.0,1573.0,0.0607,199.8,59.8,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
44,대구광역시 동구 안심2동,동구,2714073000,58.3,44.03,76.77,97.32,58.93,58.26,4.7,12,17002,4394,0.2584,0.373,3810.8,604.1,3.9,1493,3.79,27140,13.3309,1275.4,394,29.6,844.7,0.3046,1,43,159.2,1.8547,0.5833,234.9,0.0305,1307.8,338.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
45,대구광역시 수성구 두산동,수성구,2726064000,58.1,62.89,76.91,5.03,56.31,83.76,62.75,147,14840,3993,0.2691,1.155,4499.5,563.8,56.6,3584,2.3,27260,1.8605,7976.4,1558,837.4,524.0,0.4589,1,72,732.3,1.7103,0.3197,822.3,0.0944,100.3,27.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
46,대구광역시 달서구 상인2동,달서구,2729062500,57.81,65.0,80.8,13.76,55.23,42.85,75.17,120,16737,4541,0.2713,1.24,0.0,495.2,47.3,927,0.78,27290,0.9567,17494.5,1185,1238.6,510.6,0.5401,0,33,566.3,1.6938,0.5583,348.2,0.1013,138.3,37.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
47,대구광역시 달서구 송현2동,달서구,2729064000,57.79,74.03,51.68,14.43,71.68,38.69,84.56,112,17618,3714,0.2108,1.356,7829.2,427.1,36.2,831,0.82,27290,0.9693,18176.0,1011,1043.0,449.2,0.6281,1,33,378.6,1.7597,0.6429,299.8,0.1108,155.9,32.9,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
48,대구광역시 남구 대명3동,남구,2720058600,57.62,56.34,75.71,51.68,71.14,45.06,26.51,59,12166,3549,0.2917,0.765,5897.8,420.3,25.4,1055,1.12,27200,0.9315,13060.7,944,1013.4,415.9,0.7119,1,20,338.9,1.8061,0.6441,310.4,0.0625,202.8,59.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
49,대구광역시 수성구 수성1가동,수성구,2726057000,57.05,73.99,34.49,12.42,86.58,33.02,97.99,99,16970,3196,0.1883,1.711,11615.6,318.7,44.1,364,0.51,27260,0.6383,26586.2,708,1109.2,306.7,0.8814,1,13,357.1,1.9594,0.899,324.3,0.1398,169.7,32.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
50,대구광역시 북구 대현동,북구,2723064500,56.56,58.89,79.33,57.72,41.81,37.35,43.62,65,15618,4223,0.2704,0.993,0.0,725.7,24.2,786,0.98,27230,0.855,18266.7,801,936.8,879.3,0.1423,0,23,239.0,1.7877,0.3077,274.1,0.0811,236.6,64.0,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
51,대구광역시 북구 침산2동,북구,2723056000,56.41,60.87,64.16,49.33,22.92,79.06,65.77,57,17835,4078,0.2287,1.176,0.0,1401.4,31.3,2202,3.71,27230,0.8533,20901.2,593,694.9,1297.3,0.0,0,23,684.5,1.8863,0.0,534.4,0.0961,307.5,70.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
52,대구광역시 동구 혁신동,동구,2714075500,56.17,46.51,74.23,80.7,27.62,91.81,19.46,59,16501,4213,0.2553,0.704,0.0,1064.7,10.0,8600,8.38,27140,17.0739,966.4,1026,60.1,1007.5,0.0,0,102,1121.3,1.8826,0.0,664.4,0.0575,275.0,70.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
53,대구광역시 중구 성내1동,중구,2711056500,56.04,52.62,75.84,0.0,87.32,82.92,36.91,255,5527,2770,0.5012,0.917,30098.1,348.0,94.4,4750,1.39,27110,0.759,7281.9,3406,4487.5,324.3,0.8908,1,64,2242.4,1.7374,0.8784,2317.8,0.0749,21.6,10.8,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
54,대구광역시 서구 원대동,서구,2717069500,55.69,48.56,52.88,88.92,86.78,29.83,12.08,19,9963,2358,0.2367,0.548,7453.5,307.2,13.1,475,1.12,27170,0.6219,16020.3,424,681.8,291.4,0.9009,1,18,230.3,1.6358,0.9474,192.1,0.0448,498.2,117.9,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
55,대구광역시 중구 동인동,중구,2711051700,55.48,47.95,85.1,46.48,38.86,85.17,27.52,66,10997,3988,0.3626,0.766,0.0,712.3,28.0,2997,2.84,27110,0.9707,11328.9,1055,1086.8,664.1,0.1223,0,30,902.8,1.8018,0.0303,744.7,0.0626,164.1,59.5,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
56,대구광역시 수성구 만촌3동,수성구,2726056100,55.13,70.03,29.53,34.06,73.82,30.44,89.93,86,20523,3424,0.1668,1.432,14504.4,399.7,27.6,797,1.08,27260,1.6947,12110.1,735,433.7,416.1,0.5578,2,13,188.8,1.9243,0.5349,178.5,0.117,235.9,39.4,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
57,대구광역시 동구 신암3동,동구,2714053000,54.91,43.69,71.68,47.32,38.72,51.68,93.96,50,11150,3177,0.2849,1.546,0.0,725.1,28.6,616,1.56,27140,0.6012,18546.2,396,658.7,734.3,0.0581,0,13,452.5,1.8895,0.06,373.2,0.1263,218.6,62.3,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
58,대구광역시 달서구 도원동,달서구,2729062800,54.79,52.85,49.93,64.76,24.26,64.7,91.28,78,30857,5862,0.19,1.449,0.0,1275.5,24.6,1977,3.0,27290,11.188,2758.0,659,58.9,1382.2,0.0,0,41,337.0,1.7287,0.0,311.6,0.1184,390.6,74.2,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
59,대구광역시 중구 성내2동,중구,2711057500,54.51,47.95,82.55,9.73,80.27,91.71,9.4,109,9263,3674,0.3966,0.508,0.0,254.1,59.8,6799,2.59,27110,0.9226,10040.1,2628,2848.5,283.2,0.933,0,67,2751.4,1.6254,0.9266,2854.0,0.0415,84.2,33.4,미용실,2030,미용실 (이용·미용),2030 청년 소비층 (20~39세),중분류 (이용·미용)
