년월,정류소명,승차,하차
2013-01-01,경신고등학교건너,51572,9763
2013-01-01,경신고등학교앞,36863,15177
2013-01-01,경운초등학교건너,2285,612
2013-01-01,경운초등학교앞,6018,1517
2013-01-01,경원고등학교건너,705,27
2013-01-01,경원고등학교앞,1312,66
2013-01-01,경일여자중학교건너,18491,607
2013-01-01,경일여자중학교앞,4180,1295
2013-01-01,경주최씨종가(종점),163,9
2013-01-01,경주최씨종가1,4,1
2013-01-01,경주최씨종가2,4,0
2013-01-01,경진테크빌앞,651,233
2013-01-01,경창산업,1470,76
2013-01-01,경희강재건너,1016,509
2013-01-01,경희강재앞,3511,52
2013-01-01,계명대대명캠퍼스후문건너,1733,185
2013-01-01,계명대역(1번출구),2232,1749
2013-01-01,계명대역(2번출구),7053,1452
2013-01-01,계명대학교대명캠퍼스건너,14333,4877
2013-01-01,계명대학교대명캠퍼스앞,23232,4846
2013-01-01,계명대학교대명캠퍼스후문앞,1718,396
2013-01-01,계명대학교동문건너1,7077,2153
2013-01-01,계명대학교동문건너2,19658,7802
2013-01-01,계명대학교동문앞,18707,9631
2013-01-01,계명대학교정문건너,24231,1371
2013-01-01,계명대학교정문앞,3814,1861
2013-01-01,계명문화대학건너,5494,497
2013-01-01,계명문화대학앞,7822,4398
2013-01-01,고모동입구,3841,54
2013-01-01,고모역건너,227,6
2013-01-01,고모역앞,16,1
2013-01-01,고봉리,44,1
2013-01-01,고산2동주민센터건너,11386,3076
2013-01-01,고산2동주민센터앞,24308,3603
2013-01-01,고산골입구,7027,1209
2013-01-01,고산농협창고건너,1671,272
2013-01-01,고산농협창고앞,632,1135
2013-01-01,고산도서관,20995,12295
2013-01-01,고산정수사업소건너,2618,509
2013-01-01,고성아파트(서편),12011,4899
2013-01-01,고성아파트건너,2468,222
2013-01-01,고성아파트건너(서편),15684,3381
2013-01-01,고성아파트앞,1417,478
2013-01-01,고성지구대1,1451,565
2013-01-01,고성지구대2,3953,1102
2013-01-01,골안골,35,25
2013-01-01,골안골지하보도앞,3,20
2013-01-01,공고네거리1,35383,6685
2013-01-01,공고네거리2,10589,2215
2013-01-01,공군기지관사입구,1,43
2013-01-01,공단역1,11192,3518
2013-01-01,공단역2,14434,6528
2013-01-01,공단하수처리장건너,31,76
2013-01-01,공단하수처리장앞,192,10
2013-01-01,공산댐건너,1170,26
2013-01-01,공산댐앞,147,118
2013-01-01,공산동행정복지센터건너,787,397
2013-01-01,공산동행정복지센터앞,6925,254
2013-01-01,공산초등학교건너,397,183
2013-01-01,공산초등학교앞,2483,99
2013-01-01,공산파출소,105,216
2013-01-01,공항시장건너,12868,946
2013-01-01,공항시장앞,5003,1401
2013-01-01,곽병원건너,20915,13255
2013-01-01,곽병원앞1,34459,5175
2013-01-01,곽병원앞2,10603,2301
2013-01-01,관리공단,562,15
2013-01-01,관음공영주차장앞,1711,9
2013-01-01,관음농협앞,168,97
2013-01-01,관음동주민센터건너,779,87
2013-01-01,관음동주민센터앞,975,34
2013-01-01,관음변전소1,4298,32
2013-01-01,관음변전소2,30,331
2013-01-01,관음변전소3,614,4
2013-01-01,관음변전소4,135,89
2013-01-01,관음어린이집,296,62
2013-01-01,관음중학교(북편),1098,20
2013-01-01,광명은하아파트건너,7467,2503
2013-01-01,광명은하아파트앞,9922,2034
2013-01-01,광명프레지던트아파트건너,16781,3092
2013-01-01,광장타운건너,18536,3596
2013-01-01,광장타운앞,20200,3681
2013-01-01,교대부설초등학교건너,4577,144
2013-01-01,교대부설초등학교앞,1105,424
2013-01-01,교동시장앞,18240,1576
2013-01-01,교동초등학교건너,47,58
2013-01-01,교동초등학교앞,1058,75
2013-01-01,교통연수원,15201,938
2013-01-01,교통연수원건너,11234,2899
2013-01-01,교항2리마을입구,60,351
2013-01-01,교항2리회관,1642,6
2013-01-01,교항리건너,1678,80
2013-01-01,교항리마을입구건너,139,5
2013-01-01,교항리앞,636,301
2013-01-01,구)달성군청건너,36239,4774
2013-01-01,구)달성군청앞,22579,19358
2013-01-01,구)대영학원건너,20201,3245
2013-01-01,구)대영학원앞,17770,5866
2013-01-01,구)화원IC,0,1
2013-01-01,구)효목2동행정복지센터건너,19679,1491
2013-01-01,구)효목2동행정복지센터앞,5788,1146
2013-01-01,구.남부정류장건너1,12312,16243
2013-01-01,구.남부정류장건너2,7168,8080
2013-01-01,구.남부정류장앞1,29228,5779
2013-01-01,구.남부정류장앞2,5841,1584
2013-01-01,구.동부정류장(남편),5420,1099
2013-01-01,구.동부정류장(메트로팔레스),14033,5944
2013-01-01,구.동부정류장건너,17863,4101
2013-01-01,구.동부정류장앞,10519,4261
2013-01-01,구둔산,531,11
2013-01-01,구룡촌앞,51,0
2013-01-01,구병원건너,17605,6235
2013-01-01,구병원앞,28927,6082
2013-01-01,구삼폭포건너,0,1
2013-01-01,구삼폭포앞,10,0
2013-01-01,구암가구골목1,4527,132
2013-01-01,구암가구골목2,1464,348
2013-01-01,구암교1,6077,796
2013-01-01,구암교2,1343,1025
2013-01-01,구암동1,949,49
2013-01-01,구암동2,111,198
2013-01-01,구암역(운전면허시험장)1,5922,350
2013-01-01,구암역(운전면허시험장)2,2662,769
2013-01-01,구암초등학교건너,1688,318
2013-01-01,구암초등학교앞,5648,208
2013-01-01,구지농공단지1,4,10
2013-01-01,구지농공단지2,248,1
2013-01-01,구지면사무소건너,752,327
2013-01-01,구지면사무소앞,2615,457
2013-01-01,구지청아람건너,5232,163
2013-01-01,구지청아람앞,469,478
2013-01-01,국립대구박물관건너,14755,1301
2013-01-01,국립대구박물관앞,10079,2298
2013-01-01,국민건강보험공단건너,26554,4242
2013-01-01,국민건강보험공단앞,11064,10745
2013-01-01,국민은행3공단지점건너,6701,1049
2013-01-01,국민은행3공단지점앞,3948,679
2013-01-01,국우동현대아파트건너,600,64
2013-01-01,국우동현대아파트앞,7601,227
2013-01-01,국채보상운동기념공원,6768,3108
2013-01-01,굿모닝병원건너,10961,2625
2013-01-01,굿모닝병원앞,19459,3003
2013-01-01,궁전아파트건너,28,244
2013-01-01,궁전아파트앞,2999,15
2013-01-01,귀남지휴게소1,8,1
2013-01-01,그랜드호텔건너,33562,31127
2013-01-01,그랜드호텔앞,57676,17147
2013-01-01,그린빌4단지,42,548
2013-01-01,그린빌4단지건너,1137,19
2013-01-01,그린빌4단지앞,196,99
2013-01-01,근로복지공단대구병원건너,1690,168
2013-01-01,근로복지공단대구병원앞,1723,170
2013-01-01,근린공원축구장건너,64,157
2013-01-01,근린공원축구장앞,1329,10
2013-01-01,금강동,84,8
2013-01-01,금계초등학교(교항리),624,93
2013-01-01,금복주건너,3525,181
2013-01-01,금복주앞,2332,245
2013-01-01,금봉네거리1,12833,990
2013-01-01,금봉네거리2,5867,781
2013-01-01,금사리하이빌APT건너,1603,162
2013-01-01,금사리하이빌APT앞,387,162
2013-01-01,금융감독원건너,1659,1262
2013-01-01,금포초등학교,2218,129
2013-01-01,금포초등학교건너,475,309
2013-01-01,금호기전,35,15
2013-01-01,금호지구(시내방향),44,0
2013-01-01,금호지구(종점방향),18,5
2013-01-01,기곡(종점),1,3
2013-01-01,기곡리1,10,1
2013-01-01,기곡리2,38,0
2013-01-01,기독교방송국건너,6318,2248
2013-01-01,기독교방송국앞,5045,1906
2013-01-01,기업은행대곡지점건너,104,1499
2013-01-01,기업은행대곡지점앞,27817,327
2013-01-01,기업은행죽전동지점건너,5685,509
2013-01-01,기업은행죽전동지점앞,3469,634
2013-01-01,김흥2리건너,82,11
2013-01-01,김흥2리앞,6,0
2013-01-01,김흥리마을입구,170,0
2013-01-01,남구청건너2,8936,6693
2013-01-01,남구청네거리1,12919,950
2013-01-01,남구청네거리2,264,220
2013-01-01,남대구IC1,16064,859
2013-01-01,남대구IC2,7384,1117
2013-01-01,남명삼거리1,1752,184
2013-01-01,남명삼거리2,2301,310
2013-01-01,남문시장건너1,1285,160
2013-01-01,남문시장건너2,29921,9942
2013-01-01,남문시장앞,20416,9398
2013-01-01,남문아파트앞,501,326
2013-01-01,남부경찰서건너,8688,2703
2013-01-01,남부경찰서앞,13143,4102
2013-01-01,남부교육지원청건너,7773,708
2013-01-01,남부교육지원청앞,4970,848
2013-01-01,남부도서관앞,198,836
2013-01-01,남부자동차종합시장건너,3197,222
2013-01-01,남부자동차종합시장앞,966,443
2013-01-01,남부초등학교건너,1380,28
2013-01-01,남부초등학교앞,385,208
2013-01-01,남부초등학교앞2,5186,913
2013-01-01,남산2동주민센터건너,142,197
2013-01-01,남산2동주민센터앞,801,51
2013-01-01,남산고등학교건너,573,28
2013-01-01,남산고등학교앞,200,170
2013-01-01,남산역(프린스호텔건너),10484,2828
2013-01-01,남산역건너(프린스호텔앞),19294,9587
2013-01-01,남산주유소건너,1400,681
2013-01-01,남산주유소앞,1914,156
2013-01-01,남산초등학교건너,19534,3332
2013-01-01,남산초등학교앞,12040,5187
2013-01-01,남산휴먼시아앞,2043,364
2013-01-01,내2리새마을회관건너,72,0
2013-01-01,내2리새마을회관앞,0,3
2013-01-01,내당1동우체국건너,2457,247
2013-01-01,내당1동우체국앞,2629,318
2013-01-01,내당광명아파트,3994,1641
2013-01-01,내당삼익맨션건너,28606,7347
2013-01-01,내당삼익맨션앞,15682,12252
2013-01-01,내당코오롱아파트건너,6289,3716
2013-01-01,내당코오롱아파트앞,9283,860
2013-01-01,내동,938,5
2013-01-01,내동건너,16,97
2013-01-01,내리1,10,0
2013-01-01,내리2,0,1
2013-01-01,내일교회건너,262,67
2013-01-01,내일교회앞,978,27
2013-01-01,냉천2리,101,8
2013-01-01,냉천리1,2157,39
2013-01-01,냉천리2,77,323
2013-01-01,노곡동,3659,75
2013-01-01,노변중학교,690,56
2013-01-01,노변중학교건너,1083,49
2013-01-01,노변청구타운건너,115,38
2013-01-01,노변청구타운앞,257,54
2013-01-01,노원119안전센터건너,7664,2083
2013-01-01,노원119안전센터앞,4621,529
2013-01-01,노원네거리(공단세차장건너),574,1099
2013-01-01,노원네거리(공단세차장앞),7858,411
2013-01-01,노원네거리(대구은행건너),1613,278
2013-01-01,노원네거리(대구은행앞),5818,618
2013-01-01,노원네거리1,5891,2591
2013-01-01,노원네거리2,11426,1559
2013-01-01,노원동화타운건너,658,383
2013-01-01,노원동화타운앞,4496,227
2013-01-01,녹동서원앞,1,1
2013-01-01,녹원맨션1,3148,1467
2013-01-01,녹원맨션2,11235,792
2013-01-01,논공삼거리1,2138,42
2013-01-01,논공삼거리2,347,219
2013-01-01,논공읍사무소,897,361
2013-01-01,논공읍사무소건너1,3836,180
2013-01-01,논공읍사무소건너2,286,182
2013-01-01,농산물도매시장건너,59,16
2013-01-01,농산물도매시장앞,1732,68
2013-01-01,농수산물도매시장건너,3934,1321
2013-01-01,농수산물도매시장앞,9124,1288
2013-01-01,농촌진흥원입구,221,103
2013-01-01,농협동촌지점,415,156
2013-01-01,농협방촌지점,2124,217
2013-01-01,농협비료창고건너(연경),47,10
2013-01-01,농협비료창고앞(연경),15,0
2013-01-01,농협중앙회건너,23314,8554
2013-01-01,농협중앙회앞,24229,12322
2013-01-01,농협중앙회중동지점건너,1615,123
2013-01-01,농협중앙회중동지점앞,847,244
2013-01-01,농협하나로마트건너,17,950
2013-01-01,능골1,103,1953
2013-01-01,능골건너,2962,104
2013-01-01,능성동(종점),304,7
2013-01-01,능성동예비군훈련장,27,7
2013-01-01,능성동입구건너,1079,2
2013-01-01,능성동입구앞,7,52
2013-01-01,다리골,40,0
2013-01-01,다사고등학교건너,10790,1432
2013-01-01,다사고등학교앞,1234,794
2013-01-01,다사농협주유소건너,537,724
2013-01-01,다사농협주유소앞,9268,355
2013-01-01,다사역(4번출구),126,4
2013-01-01,다사읍사무소건너,6048,187
2013-01-01,다사읍사무소서재출장소건너,294,9
2013-01-01,다사읍사무소서재출장소앞,103,45
2013-01-01,다사읍사무소앞,100,622
2013-01-01,다사주공아파트건너,91,0
2013-01-01,다사주공아파트앞,1,142
2013-01-01,다사체육공원건너,6,0
2013-01-01,다사체육공원앞,40,0
2013-01-01,다사초등학교건너,53,0
2013-01-01,다사초등학교앞,1,21
2013-01-01,단산리(종점),755,1
2013-01-01,단산리입구,212,1
2013-01-01,달구벌종합복지관건너,925,86
2013-01-01,달구벌종합복지관앞,575,88
2013-01-01,달서공고건너,121,36
2013-01-01,달서공고앞,528,30
2013-01-01,달서교회건너,20934,2865
2013-01-01,달서교회앞,21176,4384
2013-01-01,달서구새마을회건너,3929,157
2013-01-01,달서구새마을회앞,1083,221
2013-01-01,달서구청건너,24068,2240
2013-01-01,달서구청앞,6788,3009
2013-01-01,달서종합시장건너,1400,425
2013-01-01,달서종합시장앞,1019,183
2013-01-01,달서중고등학교,20,27
2013-01-01,달서중고등학교건너,492,3
2013-01-01,달서천하수종말처리장건너,50,0
2013-01-01,달서천하수종말처리장앞,2,0
2013-01-01,달서초교,1574,44
2013-01-01,달성2차공단관리청사,155,19
2013-01-01,달성2차산업단지출장소건너,1,0
2013-01-01,달성2차산업단지출장소앞,1,10
2013-01-01,달성경찰서,1762,346
2013-01-01,달성경찰서건너,2809,100
2013-01-01,달성공원건너,11826,4007
2013-01-01,달성공원앞,15705,7943
2013-01-01,달성군민운동장건너,1437,108
2013-01-01,달성군민운동장앞,839,174
2013-01-01,달성군선거관리위원회건너,370,332
2013-01-01,달성군선거관리위원회앞,29,340
2013-01-01,달성군청건너,2889,107
2013-01-01,달성군청앞,276,365
2013-01-01,달성기와건너,179,53
2013-01-01,달성기와앞,926,35
2013-01-01,달성산업단지건너,292,37
2013-01-01,달성산업단지관리공단1,0,3
2013-01-01,달성산업단지관리공단2,13,1
2013-01-01,달성소방서건너,289,49
2013-01-01,달성소방서앞,381,37
2013-01-01,달성예비군훈련장건너,247,152
2013-01-01,달성예비군훈련장앞,1348,146
2013-01-01,달성우체국건너,158,435
2013-01-01,달성우체국앞,3604,56
2013-01-01,달성중학교건너,4578,1173
2013-01-01,달성중학교앞,23555,1582
2013-01-01,달성초등학교건너,3413,873
2013-01-01,달성초등학교앞,2292,392
2013-01-01,달성취수장건너,20,44
2013-01-01,달성취수장앞,36,8
2013-01-01,달창저수지,215,0
2013-01-01,달천리(시내방향),178,0
2013-01-01,달천리(시외방향),69,2
2013-01-01,담안마을1,8,12
2013-01-01,담안마을2,360,14
2013-01-01,담티고개1,385,201
2013-01-01,담티고개2,952,245
2013-01-01,당동마을건너,453,1
2013-01-01,당동마을앞,2,16
2013-01-01,당정마을입구,38,9
2013-01-01,당정마을입구건너,173,1
2013-01-01,대1리용흥지건너,56,1
2013-01-01,대1리용흥지앞,34,15
2013-01-01,대곡강산타운,24168,823
2013-01-01,대곡강산타운건너,3919,1763
2013-01-01,대곡사계절타운건너,15886,871
2013-01-01,대곡사계절타운앞,6144,2056
2013-01-01,대곡역(1번출구),51995,4449
2013-01-01,대곡역(2번출구),17476,57642
2013-01-01,대곡역(한라하우젠트건너),17574,2099
2013-01-01,대곡역(한라하우젠트앞),5702,17267
2013-01-01,대곡역그린빌,9036,3160
2013-01-01,대곡주공1단지앞,4372,1707
2013-01-01,대곡주공2단지앞,29054,633
2013-01-01,대곡주공6단지앞,3389,560
2013-01-01,대곡주공7단지앞,15254,704
2013-01-01,대곡주공8단지건너,21391,2450
2013-01-01,대곡주공8단지앞,9355,2028
2013-01-01,대곡중학교건너,4718,557
2013-01-01,대곡중학교앞,2461,439
2013-01-01,대공원역(1번출구),1456,6988
2013-01-01,대공원역(5번출구),3827,1469
2013-01-01,대구가톨릭대학병원건너,23443,3287
2013-01-01,대구가톨릭대학병원앞,17803,3382
2013-01-01,대구고등학교건너,32921,7602
2013-01-01,대구고등학교앞,13833,4113
2013-01-01,대구고용노동청건너,18052,1799
2013-01-01,대구고용노동청앞,4511,1748
2013-01-01,대구공업대학1,12927,4086
2013-01-01,대구공업대학2,3709,1672
2013-01-01,대구공업대학건너,5500,1894
2013-01-01,대구공업대학앞,5496,2324
2013-01-01,대구과학고등학교건너,10953,5688
2013-01-01,대구과학고등학교앞,16010,3730
2013-01-01,대구과학대학1,23053,14513
2013-01-01,대구과학대학2,54195,12144
2013-01-01,대구과학대학건너,1756,94
2013-01-01,대구과학대학앞,677,164
2013-01-01,대구광역시교육연수원건너,10762,1102
2013-01-01,대구광역시교육연수원앞,5836,1193
2013-01-01,대구광역시청건너,1478,204
2013-01-01,대구광역시청앞,364,455
2013-01-01,대구교도소건너,8501,5282
2013-01-01,대구교도소앞,31381,3909
2013-01-01,대구교육대건너,19112,10348
2013-01-01,대구교육대앞,19994,2440
2013-01-01,대구교통방송건너,5673,3563
2013-01-01,대구교통방송앞,16028,1631
2013-01-01,대구국제공항건너,20095,16126
2013-01-01,대구국제공항앞,23227,11696
2013-01-01,대구글로벌교육센터건너,5753,3490
2013-01-01,대구글로벌교육센터앞,5170,717
2013-01-01,대구농업마이스터고건너,16986,4061
2013-01-01,대구농업마이스터고앞,10057,5895
2013-01-01,대구농업마이스터고후문건너,452,605
2013-01-01,대구농업마이스터고후문앞,1150,181
2013-01-01,대구도시공사앞,16319,3746
2013-01-01,대구동부고용복지플러스센터,11111,5653
2013-01-01,대구동촌유치원,1134,128
2013-01-01,대구디지털산업진흥원건너,24494,4802
2013-01-01,대구디지털산업진흥원앞,16334,6125
2013-01-01,대구맨션건너,2133,355
2013-01-01,대구맨션앞,4226,708
2013-01-01,대구문화방송건너,11190,4084
2013-01-01,대구문화방송앞,19218,5029
2013-01-01,대구미술관건너,655,60
2013-01-01,대구미술관앞,542,75
2013-01-01,대구병원건너,31732,3677
2013-01-01,대구병원앞,12203,6198
2013-01-01,대구보건고등학교건너,15137,4355
2013-01-01,대구보건고등학교앞,11006,2390
2013-01-01,대구보건대학3,13476,5710
2013-01-01,대구보건대학4,32352,3440
2013-01-01,대구보건대학5,108,17
2013-01-01,대구보건대학건너1,1644,94
2013-01-01,대구보건대학건너2,6366,125
2013-01-01,대구보건대학앞1,366,344
2013-01-01,대구보건대학앞2,967,589
2013-01-01,대구보훈요양원건너,0,10
2013-01-01,대구보훈요양원앞,63,0
2013-01-01,대구비지니스센터건너,3749,1127
2013-01-01,대구비지니스센터앞,5343,378
2013-01-01,대구사격장,20,0
2013-01-01,대구삼성창조캠퍼스1,1257,332
2013-01-01,대구삼성창조캠퍼스2,340,587
2013-01-01,대구선방촌공원,1315,33
2013-01-01,대구소방본부건너,431,215
2013-01-01,대구소방본부앞,1606,1816
2013-01-01,대구스타디움건너,3119,952
2013-01-01,대구스타디움앞,4915,1380
2013-01-01,대구시교육청건너,1421,145
2013-01-01,대구시교육청앞,1479,6525
2013-01-01,대구시설공단건너,18465,4830
2013-01-01,대구시설공단앞,13135,7439
2013-01-01,대구시설관리사업소,1,89
2013-01-01,대구시지노인전문병원앞,548,534
2013-01-01,대구신문사,542,92
2013-01-01,대구애견훈련학교건너,239,0
2013-01-01,대구애견훈련학교앞,1,20
2013-01-01,대구역,1191,507
2013-01-01,대구역건너,27353,19150
2013-01-01,대구역꽃시장,652,215
2013-01-01,대구역북편네거리1,33823,8101
2013-01-01,대구역북편네거리2,14539,10371
2013-01-01,대구역센트럴자이,1103,117
2013-01-01,대구역앞,41786,12740
2013-01-01,대구예담학교,85,0
2013-01-01,대구우편집중국(동편),4,21
2013-01-01,대구우편집중국앞,2710,950
2013-01-01,대구은행3공단지점앞,7124,730
2013-01-01,대구은행북비산지점건너1,13851,3442
2013-01-01,대구은행북비산지점건너2,3689,814
2013-01-01,대구은행북비산지점앞,41555,9751
2013-01-01,대구은행산격지점앞,884,103
2013-01-01,대구은행역(1번출구),31999,16238
2013-01-01,대구은행역(2번출구),37959,10977
2013-01-01,대구은행제2본점앞,15139,3481
2013-01-01,대구은행칠곡지점건너,9492,4216
2013-01-01,대구은행칠곡지점앞,31370,2988
2013-01-01,대구은행평리동지점건너,3800,890
2013-01-01,대구은행평리동지점앞,7077,1146
2013-01-01,대구의료원건너,7640,955
2013-01-01,대구의료원라파엘웰빙센터,1730,92
2013-01-01,대구의료원라파엘웰빙센터건너,416,321
2013-01-01,대구의료원앞,5269,980
2013-01-01,대구일마이스터고교건너,2934,953
2013-01-01,대구일마이스터고교앞,7621,979
2013-01-01,대구전자공고남편,57,670
2013-01-01,대구전자공업고등학교1,7498,557
2013-01-01,대구전자공업고등학교2,1196,4794
2013-01-01,대구제일고등학교건너,45519,13251
2013-01-01,대구제일고등학교앞,36649,22743
2013-01-01,대구중앙중고등학교건너,30133,6081
2013-01-01,대구중앙중고등학교앞,26854,6444
2013-01-01,대구중앙중학교건너,2848,46
2013-01-01,대구중앙중학교앞,263,2178
2013-01-01,대구중학교건너,2097,385
2013-01-01,대구중학교앞,6035,619
2013-01-01,대구지료재생사,93,45
2013-01-01,대구지방경찰청,6955,462
2013-01-01,대구지방법원등기국건너,5811,2481
2013-01-01,대구지방법원등기국앞,2102,678
2013-01-01,대구지방법원서부지원,560,58
2013-01-01,대구차여성병원건너,4488,3627
2013-01-01,대구차여성병원앞,14807,2258
2013-01-01,대구콘서트하우스건너,17676,20534
2013-01-01,대구콘서트하우스앞,31345,11949
2013-01-01,대구텍건너,391,435
2013-01-01,대구텍앞,4459,380
