년월,정류소명,승차,하차
2019-01-01,강변동서마을앞,3893,1453
2019-01-01,강북경찰서건너,657,1135
2019-01-01,강북경찰서앞,2330,354
2019-01-01,강북중학교건너,11,771
2019-01-01,강북중학교앞,6177,21
2019-01-01,강산아파트건너,3957,8673
2019-01-01,강산아파트앞,5382,1149
2019-01-01,강정(종점),18,0
2019-01-01,강정보(디아크문화관)건너,0,8
2019-01-01,강정보(디아크문화관)입구,147,6
2019-01-01,강창교1,3681,294
2019-01-01,강창교2,109,985
2019-01-01,강창역(1번출구),6522,1477
2019-01-01,강창역(2번출구),22267,790
2019-01-01,강창하이츠,8195,686
2019-01-01,거동교1,946,1001
2019-01-01,거동교2,1897,482
2019-01-01,건들바위건너,969,685
2019-01-01,건들바위앞,363,842
2019-01-01,건영아파트건너,15543,6228
2019-01-01,건영캐스빌건너,9705,1408
2019-01-01,건영캐스빌앞,5073,1326
2019-01-01,검단동대구축협앞,4466,67
2019-01-01,검단동행정복지센터1,809,14
2019-01-01,검단동행정복지센터2,2,196
2019-01-01,검단동행정복지센터건너,10029,53
2019-01-01,검단동행정복지센터앞,35,661
2019-01-01,검단상가아파트건너,124,13
2019-01-01,검단상가아파트앞,329,85
2019-01-01,검단유성아파트(서편),7649,1890
2019-01-01,검단유성아파트건너,4744,1276
2019-01-01,검단유성아파트앞,16385,3506
2019-01-01,경기장네거리1,5859,987
2019-01-01,경기장네거리2,3965,333
2019-01-01,경대교2,6103,699
2019-01-01,경대교건너,682,88
2019-01-01,경대교앞,129,1107
2019-01-01,경대사대부설고등학교앞,19301,8341
2019-01-01,경대아파트앞,5162,2745
2019-01-01,경덕여고,1344,814
2019-01-01,경동산업앞,21,0
2019-01-01,경명여고건너,2018,614
2019-01-01,경명여고앞,2161,1291
2019-01-01,경북고등학교건너,9363,3614
2019-01-01,경북고등학교앞,13700,1172
2019-01-01,경북공고건너,4406,3618
2019-01-01,경북공고앞,6483,4197
2019-01-01,경북교통,2627,7853
2019-01-01,경북교통앞,3980,2391
2019-01-01,경북기계공고건너,7854,3809
2019-01-01,경북기계공고앞,6830,4001
2019-01-01,경북농업기술원건너,36,90
2019-01-01,경북농업기술원앞,8,12
2019-01-01,경북대체육센터건너,11248,742
2019-01-01,경북대체육센터앞,4480,5455
2019-01-01,경북대학교 경상대학앞,26025,2903
2019-01-01,경북대학교병원건너,14789,7727
2019-01-01,경북대학교병원앞,29864,5725
2019-01-01,경북대학교북문건너,63464,3351
2019-01-01,경북대학교북문앞,28571,6847
2019-01-01,경북대학교서문건너,6335,1377
2019-01-01,경북대학교서문앞,3365,1439
2019-01-01,경북대학교정문건너,8379,4423
2019-01-01,경북대학교정문앞,25399,5111
2019-01-01,경북대학교체육센터건너2,702,410
2019-01-01,경북대학교치과병원,19277,9361
2019-01-01,경북아파트건너(신천동),3940,13930
2019-01-01,경북아파트앞(신천동),3045,2607
2019-01-01,경북여상건너,9537,9250
2019-01-01,경북여상앞,14789,2337
2019-01-01,경북크랑크,2526,131
2019-01-01,경상감영공원건너,90534,14423
2019-01-01,경상감영공원앞,69845,43227
2019-01-01,경상북도농업인회관,4,2
2019-01-01,경상북도인재개발원1,27,14
2019-01-01,경상북도인재개발원2,2,5
2019-01-01,경상여자고등학교건너,3062,302
2019-01-01,경상여자고등학교앞,4167,4789
2019-01-01,경신고등학교건너,46762,7557
2019-01-01,경신고등학교앞,40491,9645
2019-01-01,경운초등학교건너,1609,670
2019-01-01,경운초등학교앞,3660,1228
2019-01-01,경원고등학교건너,724,131
2019-01-01,경원고등학교앞,784,69
2019-01-01,경일여자중학교건너,14468,2380
2019-01-01,경일여자중학교앞,3279,2451
2019-01-01,경주최씨종가(종점),272,5
2019-01-01,경주최씨종가1,2,1
2019-01-01,경주최씨종가2,21,1
2019-01-01,경진초등학교건너,6023,5993
2019-01-01,경진초등학교앞,17780,1234
2019-01-01,경진테크빌앞,1504,1255
2019-01-01,경창산업,1576,256
2019-01-01,경희강재건너,676,532
2019-01-01,경희강재앞,2238,66
2019-01-01,계명대대명캠퍼스후문건너,3148,838
2019-01-01,계명대역(1번출구),1505,1819
2019-01-01,계명대역(2번출구),4859,4292
2019-01-01,계명대학교대명캠퍼스건너,10517,3995
2019-01-01,계명대학교대명캠퍼스앞,11364,7287
2019-01-01,계명대학교대명캠퍼스후문앞,2415,825
2019-01-01,계명대학교동문건너1,9576,940
2019-01-01,계명대학교동문건너2,36150,12026
2019-01-01,계명대학교동문앞,15133,6573
2019-01-01,계명대학교동산병원건너,2345,508
2019-01-01,계명대학교동산병원앞,51,518
2019-01-01,계명대학교정문건너,17175,1611
2019-01-01,계명대학교정문앞,3715,2904
2019-01-01,계명문화대학건너,11092,1164
2019-01-01,계명문화대학앞,6537,18310
2019-01-01,고래들공원건너,13,10
2019-01-01,고래들공원앞,21,1
2019-01-01,고모동입구,7232,4186
2019-01-01,고모역건너,267,157
2019-01-01,고모역앞,696,146
2019-01-01,고봉리,24,2
2019-01-01,고봉리2,11,1
2019-01-01,고산2동행정복지센터건너,11261,3682
2019-01-01,고산2동행정복지센터앞,17801,821
2019-01-01,고산골입구,4707,693
2019-01-01,고산농협창고건너,626,183
2019-01-01,고산농협창고앞,340,2939
2019-01-01,고산도서관,17797,6479
2019-01-01,고산역화성파크드림건너,16766,3674
2019-01-01,고산역화성파크드림앞,11246,3889
2019-01-01,고산정수사업소건너,2363,474
2019-01-01,고성아파트(서편),6651,3852
2019-01-01,고성아파트건너,1139,30
2019-01-01,고성아파트건너(서편),3998,2154
2019-01-01,고성아파트앞,129,170
2019-01-01,고성지구대1,775,526
2019-01-01,고성지구대2,2555,2053
2019-01-01,골안골,11,22
2019-01-01,골안골지하보도앞,5,77
2019-01-01,공고네거리1,22148,10324
2019-01-01,공고네거리2,9354,3017
2019-01-01,공군기지관사입구,2,56
2019-01-01,공단역1,14520,8493
2019-01-01,공단역2,19855,9214
2019-01-01,공단하수처리장건너,23,584
2019-01-01,공단하수처리장앞,96,34
2019-01-01,공산댐건너,1169,131
2019-01-01,공산댐앞,32,65
2019-01-01,공산동행정복지센터건너,837,555
2019-01-01,공산동행정복지센터앞,5326,164
2019-01-01,공산초등학교건너,163,109
2019-01-01,공산초등학교앞,1946,71
2019-01-01,공산파출소,28,128
2019-01-01,공항시장건너,11944,742
2019-01-01,공항시장앞,3662,3244
2019-01-01,과학마을청아람앞,12593,224
2019-01-01,곽병원건너,43509,22508
2019-01-01,곽병원앞1,22788,9863
2019-01-01,곽병원앞2,10407,3426
2019-01-01,관리공단,352,237
2019-01-01,관음공영주차장앞,1360,86
2019-01-01,관음농협앞,1060,120
2019-01-01,관음동행정복지센터건너,793,92
2019-01-01,관음동행정복지센터앞,1445,106
2019-01-01,관음변전소1,5462,286
2019-01-01,관음변전소2,22,413
2019-01-01,관음변전소3,221,43
2019-01-01,관음어린이집,959,129
2019-01-01,관음중학교(북편),1357,110
2019-01-01,광명프레지던트아파트건너,9992,5308
2019-01-01,광장타운건너,11914,3410
2019-01-01,광장타운앞,13327,3178
2019-01-01,교대부설초등학교건너,5792,432
2019-01-01,교대부설초등학교앞,359,1234
2019-01-01,교동시장앞,3544,1222
2019-01-01,교동초등학교건너,567,92
2019-01-01,교동초등학교앞,1756,324
2019-01-01,교통연수원,9218,549
2019-01-01,교통연수원건너,4851,1532
2019-01-01,교항2리마을입구,0,124
2019-01-01,교항2리회관,258,12
2019-01-01,교항리건너,4661,36
2019-01-01,교항리마을입구건너,3,0
2019-01-01,교항리앞,400,1061
2019-01-01,구)대영학원건너,14888,3534
2019-01-01,구)대영학원앞,16685,7553
2019-01-01,구.남부정류장건너1,9195,8151
2019-01-01,구.남부정류장건너2,8701,5172
2019-01-01,구.남부정류장앞1,22191,4433
2019-01-01,구.남부정류장앞2,3279,1547
2019-01-01,구.대봉도서관건너,1025,609
2019-01-01,구.대봉도서관앞,2438,605
2019-01-01,구.동부정류장(메트로팔레스),10252,4090
2019-01-01,구둔산,648,0
2019-01-01,구룡촌앞,22,0
2019-01-01,구병원건너,831,3839
2019-01-01,구병원앞,18877,5369
2019-01-01,구삼폭포건너,1,43
2019-01-01,구삼폭포앞,38,0
2019-01-01,구암가구골목1,1452,736
2019-01-01,구암가구골목2,670,204
2019-01-01,구암교1,2846,1110
2019-01-01,구암교2,1417,918
2019-01-01,구암동1,495,31
2019-01-01,구암동2,109,252
2019-01-01,구암역(운전면허시험장)1,3796,611
2019-01-01,구암역(운전면허시험장)2,2202,445
2019-01-01,구암초등학교건너,611,245
2019-01-01,구암초등학교앞,2245,137
2019-01-01,구지면사무소건너,483,552
2019-01-01,구지면사무소앞,1511,102
2019-01-01,국가물산업클러스터건너,0,137
2019-01-01,국가물산업클러스터앞,49,204
2019-01-01,국가산단반도유보라1차,2,0
2019-01-01,국가산단반도유보라2차,35,16
2019-01-01,국립대구과학관정문건너,786,84
2019-01-01,국립대구과학관정문앞,78,109
2019-01-01,국립대구박물관건너,10149,1347
2019-01-01,국립대구박물관앞,7282,3061
2019-01-01,국립식량과학원대구시험지,0,24
2019-01-01,국립신암선열공원건너,5664,7716
2019-01-01,국립신암선열공원앞,2944,906
2019-01-01,국민건강보험공단건너,22253,2072
2019-01-01,국민건강보험공단앞,10697,7935
2019-01-01,국민연금네거리,8887,1657
2019-01-01,국민연금네거리1,4098,2524
2019-01-01,국민은행3공단지점건너,3848,831
2019-01-01,국민은행3공단지점앞,2780,667
2019-01-01,국우동현대아파트건너,641,65
2019-01-01,국우동현대아파트건너2,140,194
2019-01-01,국우동현대아파트앞,4162,729
2019-01-01,국채보상운동기념공원,6402,5073
2019-01-01,굿모닝병원건너,11116,5036
2019-01-01,굿모닝병원앞,14592,3734
2019-01-01,귀남지휴게소1,55,0
2019-01-01,귀남지휴게소2,0,1
2019-01-01,그랜드호텔건너,31139,12426
2019-01-01,그랜드호텔앞,35737,8106
2019-01-01,그린빌4단지,72,771
2019-01-01,그린빌4단지건너,880,52
2019-01-01,그린빌4단지앞,261,122
2019-01-01,근로복지공단대구병원건너,222,690
2019-01-01,근로복지공단대구병원앞,11242,733
2019-01-01,근린공원축구장건너,2350,333
2019-01-01,근린공원축구장앞,1092,122
2019-01-01,금강동,157,5
2019-01-01,금계초등학교(교항리),361,130
2019-01-01,금계초등학교(교항리)건너,2657,11
2019-01-01,금복주건너,2944,610
2019-01-01,금복주앞,2274,650
2019-01-01,금봉네거리1,8503,1066
2019-01-01,금봉네거리2,3653,695
2019-01-01,금사리하이빌APT건너,1081,141
2019-01-01,금사리하이빌APT앞,351,241
2019-01-01,금융감독원건너,543,2030
2019-01-01,금포1교1,936,14
2019-01-01,금포1교2,21,9
2019-01-01,금포1교3,4,98
2019-01-01,금포교,349,32
2019-01-01,금포새터길1,937,5
2019-01-01,금포새터길2,5,80
2019-01-01,금포초등학교,2980,367
2019-01-01,금포초등학교건너,679,394
2019-01-01,금호119안전센터건너,425,27
2019-01-01,금호119안전센터앞,4,299
2019-01-01,금호기전,183,80
2019-01-01,금호서한이다음아파트건너,110,53
2019-01-01,금호서한이다음아파트앞,3341,39
2019-01-01,금호지구종점(시내방향),515,2
2019-01-01,금호지구종점(종점방향),877,4
2019-01-01,금호천년나무1단지건너,173,658
2019-01-01,금호천년나무1단지동편,5218,510
2019-01-01,금호천년나무1단지동편건너,569,1427
2019-01-01,금호천년나무1단지앞,674,14
2019-01-01,금호천년나무8단지앞,51,128
2019-01-01,금호화물자동차공영차고지,285,9
2019-01-01,기곡(종점),157,1
2019-01-01,기곡리1,13,1
2019-01-01,기곡리2,63,0
2019-01-01,기업은행대곡지점건너,1872,3170
2019-01-01,기업은행대곡지점앞,28118,871
2019-01-01,기업은행죽전동지점건너,6315,868
2019-01-01,기업은행죽전동지점앞,2066,912
2019-01-01,김흥1리건너,127,1
2019-01-01,김흥1리앞,39,7
2019-01-01,김흥2리건너,0,3
2019-01-01,김흥2리앞,1,0
2019-01-01,김흥리마을입구,116,0
2019-01-01,나불지건너,296,60
2019-01-01,나불지앞,593,434
2019-01-01,남구종합스포츠타운건너,505,223
2019-01-01,남구종합스포츠타운앞,2086,192
2019-01-01,남구청건너1,1306,74
2019-01-01,남구청건너2,6005,6966
2019-01-01,남구청네거리1,7130,2124
2019-01-01,남구청네거리2,842,257
2019-01-01,남구청앞,238,557
2019-01-01,남대구IC1,15804,1107
2019-01-01,남대구IC2,6203,980
2019-01-01,남도버스1,301,21
2019-01-01,남도버스2,2812,432
2019-01-01,남명삼거리1,2484,240
2019-01-01,남명삼거리2,1134,438
2019-01-01,남문시장건너1,146,29
2019-01-01,남문시장건너2,11593,16382
2019-01-01,남문시장앞,21573,12761
2019-01-01,남문아파트앞,42,54
2019-01-01,남부경찰서앞,8990,5398
2019-01-01,남부교육지원청건너,5875,1037
2019-01-01,남부교육지원청앞,4686,1468
2019-01-01,남부도서관앞,1029,696
2019-01-01,남부자동차종합시장건너,3431,785
2019-01-01,남부자동차종합시장앞,1428,362
2019-01-01,남부초등학교건너,1250,15
2019-01-01,남부초등학교앞,423,298
2019-01-01,남부초등학교앞2,4243,975
2019-01-01,남산2동주민센터건너,108,51
2019-01-01,남산2동주민센터앞,232,33
2019-01-01,남산고등학교건너,256,91
2019-01-01,남산고등학교앞,247,162
2019-01-01,남산역(프린스호텔건너),11886,2571
2019-01-01,남산역건너(프린스호텔앞),17329,6956
2019-01-01,남산초등학교건너,11978,1675
2019-01-01,남산초등학교앞,7840,6254
2019-01-01,남해오네뜨2차앞,384,64
2019-01-01,내곡동마을회관,293,19
2019-01-01,내당1동우체국건너,2163,317
2019-01-01,내당1동우체국앞,2875,430
2019-01-01,내당광명아파트,3925,1955
2019-01-01,내당삼익맨션건너,24486,6285
2019-01-01,내당삼익맨션앞,12388,13985
2019-01-01,내당코오롱아파트건너,7646,11362
2019-01-01,내당코오롱아파트앞,5288,1119
2019-01-01,내동,492,22
2019-01-01,내동건너,10,101
2019-01-01,내리1,9,8
2019-01-01,내일교회건너,243,43
2019-01-01,내일교회앞,553,40
2019-01-01,냉천2리,79,11
2019-01-01,냉천리1,1354,67
2019-01-01,냉천리2,37,211
2019-01-01,노곡교(하중도)1,8,182
2019-01-01,노곡교(하중도)2,569,33
2019-01-01,노곡동,26408,5637
2019-01-01,노변중학교,910,125
2019-01-01,노변중학교건너,1439,140
2019-01-01,노변청구타운건너,366,167
2019-01-01,노변청구타운앞,292,67
2019-01-01,노원119안전센터건너,5097,3793
2019-01-01,노원119안전센터앞,2410,559
2019-01-01,노원네거리(대구은행건너),481,189
2019-01-01,노원네거리(대구은행앞),4035,249
2019-01-01,노원네거리1(오봉새마을금고앞),3817,639
2019-01-01,노원네거리2(오봉새마을금고건너),6942,429
2019-01-01,노원네거리3(기업은행),4805,106
2019-01-01,노원네거리4(기업은행),443,484
2019-01-01,노원동화타운건너,375,366
2019-01-01,노원동화타운앞,2242,959
2019-01-01,노이2리건너,0,3
2019-01-01,노이3리1,111,1
2019-01-01,노이3리2,3,6
2019-01-01,녹동서원건너,162,1
2019-01-01,녹동서원앞,9,8
2019-01-01,녹원맨션1,5651,869
2019-01-01,녹원맨션2,5536,792
2019-01-01,논공삼거리1,1095,19
2019-01-01,논공삼거리2,480,504
2019-01-01,논공읍사무소,1206,160
2019-01-01,논공읍사무소건너1,2137,428
2019-01-01,논공읍사무소건너2,123,76
2019-01-01,농산물도매시장건너,716,243
2019-01-01,농산물도매시장앞,1868,233
2019-01-01,농수산물도매시장건너,1394,597
2019-01-01,농수산물도매시장앞,4834,5175
2019-01-01,농촌진흥원입구,56,72
2019-01-01,농협동촌지점,383,153
2019-01-01,농협방촌지점,1955,119
2019-01-01,농협중앙회건너,18043,7771
2019-01-01,농협중앙회앞,17990,20011
2019-01-01,농협중앙회중동지점건너,1062,50
2019-01-01,농협중앙회중동지점앞,248,217
2019-01-01,능성동(종점)1,15,0
2019-01-01,능성동(종점)2,275,16
2019-01-01,능성동예비군훈련장,0,1
2019-01-01,능성동예비군훈련장건너,18,0
2019-01-01,능성동입구건너,806,14
2019-01-01,능성동입구앞,2,75
2019-01-01,다리골,13,0
2019-01-01,다사고등학교건너,7317,4791
2019-01-01,다사고등학교앞,351,2020
2019-01-01,다사농협세천지점건너,3026,307
2019-01-01,다사농협세천지점앞,1589,187
2019-01-01,다사농협주유소건너,157,1010
2019-01-01,다사농협주유소앞,7401,810
2019-01-01,다사역(3번출구),0,15
2019-01-01,다사역(4번출구),11,0
2019-01-01,다사읍사무소서재출장소건너,2089,26
2019-01-01,다사읍사무소서재출장소앞,377,576
2019-01-01,다사읍행정복지센터건너,8548,352
2019-01-01,다사읍행정복지센터앞,6,164
2019-01-01,다사주공아파트건너,85,0
2019-01-01,다사주공아파트앞,1,87
2019-01-01,다사체육공원건너,13,0
2019-01-01,다사체육공원앞,3,0
2019-01-01,다사초등학교건너,44,1
2019-01-01,다사초등학교앞,1,49
2019-01-01,단산리(종점),318,2
2019-01-01,단산리입구,60,0
2019-01-01,달구벌종합복지관건너,1186,310
2019-01-01,달구벌종합복지관앞,668,150
2019-01-01,달서공고건너,180,159
2019-01-01,달서공고앞,29,37
2019-01-01,달서교회건너,18437,4445
2019-01-01,달서교회앞,17291,8249
2019-01-01,달서구새마을회건너,3882,112
2019-01-01,달서구새마을회앞,57,346
2019-01-01,달서구청건너,14620,3142
2019-01-01,달서구청앞,7286,3423
2019-01-01,달서구치매안심센터건너,1734,411
2019-01-01,달서구치매안심센터앞,1752,1098
2019-01-01,달서별빛캠핑장건너,206,15
2019-01-01,달서별빛캠핑장앞,17,5
2019-01-01,달서자동차검사소건너,159,1656
2019-01-01,달서자동차검사소앞,58,138
2019-01-01,달서종합시장건너,1776,287
2019-01-01,달서종합시장앞,699,259
2019-01-01,달서중고등학교건너,194,5
2019-01-01,달서천하수종말처리장건너,99,8
2019-01-01,달서천하수종말처리장앞,1,3
2019-01-01,달서초교,2364,297
2019-01-01,달성2차산업단지출장소건너,132,40
2019-01-01,달성2차산업단지출장소앞,22,13
2019-01-01,달성경찰서,1655,553
2019-01-01,달성공원건너,11400,2476
2019-01-01,달성공원앞,9431,8899
2019-01-01,달성교육지원청-대구예아람학교건너,3021,634
2019-01-01,달성교육지원청-대구예아람학교앞,8358,699
2019-01-01,달성군민운동장건너,992,94
2019-01-01,달성군민운동장앞,1259,193
2019-01-01,달성군보건소,2493,168
2019-01-01,달성군선거관리위원회건너,65,70
2019-01-01,달성군선거관리위원회앞,14,885
2019-01-01,달성군청건너,1514,136
2019-01-01,달성군청앞,1722,339
2019-01-01,달성기와건너,213,217
2019-01-01,달성기와앞,620,21
2019-01-01,달성도서관건너,0,1
2019-01-01,달성문화원건너,1,0
2019-01-01,달성문화원앞,0,4
2019-01-01,달성보건너,499,160
2019-01-01,달성보앞,174,13
2019-01-01,달성산업단지건너,171,62
2019-01-01,달성산업단지관리공단1,5,10
2019-01-01,달성산업단지관리공단2,90,1
2019-01-01,달성소방서건너,174,215
2019-01-01,달성소방서앞,166,181
2019-01-01,달성스포츠파크건너,0,7
2019-01-01,달성스포츠파크앞,10,0
2019-01-01,달성예비군훈련장건너,43,81
2019-01-01,달성예비군훈련장앞,652,83
2019-01-01,달성우체국건너,924,262
2019-01-01,달성우체국앞,3503,242
2019-01-01,달성중학교건너,4084,654
2019-01-01,달성중학교앞,6300,4807
2019-01-01,달성초등학교건너,590,168
2019-01-01,달성초등학교앞,332,109
2019-01-01,달성취수장건너,9,260
2019-01-01,달성취수장앞,4751,216
2019-01-01,달성화성파크드림앞,1659,1051
2019-01-01,달창저수지,67,0
2019-01-01,달천리(시내방향),207,6
2019-01-01,달천리(시외방향),71,2
2019-01-01,담안마을1,2,16
2019-01-01,담안마을2,324,3
2019-01-01,담티고개1,366,729
2019-01-01,담티고개2,997,798
2019-01-01,당동마을건너,121,1
2019-01-01,당동마을앞,4,25
2019-01-01,당정마을입구,36,2
2019-01-01,당정마을입구건너,37,1
2019-01-01,대1리용흥지건너,136,7
2019-01-01,대1리용흥지앞,2,19
2019-01-01,대건고교-효성여고1,3545,817
2019-01-01,대건고교-효성여고2,2554,615
2019-01-01,대곡강산타운,28512,2615
2019-01-01,대곡강산타운건너,6843,1446
2019-01-01,대곡고등학교건너,762,1429
2019-01-01,대곡고등학교앞,148,42
2019-01-01,대곡공원건너,489,135
2019-01-01,대곡공원앞,53,0
2019-01-01,대곡사계절타운건너,12702,364
2019-01-01,대곡사계절타운앞,4632,2044
2019-01-01,대곡역(1번출구),10887,1832
2019-01-01,대곡역(2번출구),10800,4981
2019-01-01,대곡역(한라하우젠트건너),55748,24803
2019-01-01,대곡역(한라하우젠트앞),7700,6364
2019-01-01,대곡역그린빌,7412,6015
2019-01-01,대곡주공1단지앞,4113,1666
2019-01-01,대곡주공2단지앞,16042,672
2019-01-01,대곡주공5단지건너,1221,228
2019-01-01,대곡주공5단지앞,181,381
2019-01-01,대곡주공6단지앞,4019,563
2019-01-01,대곡주공7단지앞,14862,1445
2019-01-01,대곡주공8단지건너,3247,413
2019-01-01,대곡주공8단지앞,18890,1672
2019-01-01,대곡중학교건너,7,314
2019-01-01,대곡중학교앞,1539,15
2019-01-01,대곡청구아파트건너,4,102
2019-01-01,대곡파출소1,16,162
2019-01-01,대곡파출소2,57,0
2019-01-01,대공원역(1번출구),3642,3951
2019-01-01,대공원역(5번출구),6954,657
2019-01-01,대구가톨릭대학병원건너,22330,3370
2019-01-01,대구가톨릭대학병원앞,20862,2485
2019-01-01,대구경북과학기술원,111,16
2019-01-01,대구경북과학기술원기숙사,138,22
2019-01-01,대구경북지방병무청,974,1537
2019-01-01,대구경찰청,2671,737
2019-01-01,대구경찰청건너,136,296
2019-01-01,대구고등학교건너,34879,12619
2019-01-01,대구고등학교앞,9723,4437
2019-01-01,대구고용노동청건너,8496,1261
2019-01-01,대구고용노동청앞,2168,778
2019-01-01,대구공업대학1,11712,3213
2019-01-01,대구공업대학2,4724,3175
2019-01-01,대구공업대학건너,6454,3118
2019-01-01,대구공업대학앞,6062,1848
2019-01-01,대구과학고등학교건너,6279,4700
2019-01-01,대구과학고등학교앞,9205,819
2019-01-01,대구과학기술고등학교건너,11045,7602
2019-01-01,대구과학기술고등학교앞,23480,1741
2019-01-01,대구과학대학교1,17052,7352
2019-01-01,대구과학대학교2,42330,3786
2019-01-01,대구과학대학교건너,1513,197
2019-01-01,대구과학대학교앞,1359,352
2019-01-01,대구광역시교육연수원건너,12545,1096
2019-01-01,대구광역시교육연수원앞,6571,5007
2019-01-01,대구광역시청건너,1623,2311
2019-01-01,대구광역시청앞,2394,347
2019-01-01,대구교도소건너,5849,3921
2019-01-01,대구교도소앞,7825,850
2019-01-01,대구교육대건너,313,2846
2019-01-01,대구교육대앞,16419,3074
2019-01-01,대구교통방송건너,5005,5900
2019-01-01,대구교통방송앞,15303,1520
2019-01-01,대구국제고등학교,114,31
2019-01-01,대구국제공항건너,31968,11749
2019-01-01,대구국제공항앞,27675,8655
2019-01-01,대구국제공항여객청사,1915,130
2019-01-01,대구국제사격장,35,25
2019-01-01,대구그린파워건너,4,0
2019-01-01,대구그린파워앞,1,0
2019-01-01,대구농업마이스터고건너,20277,2186
