년월,정류소명,승차,하차
2017-01-01,가천동앞,51,8
2017-01-01,가천리,55,10
2017-01-01,가태리마을회관건너,243,0
2017-01-01,가태리마을회관앞,35,3
2017-01-01,각산비나리공원건너,366,48
2017-01-01,각산비나리공원앞,1392,126
2017-01-01,각산역(1번출구),5142,1157
2017-01-01,각산역(2번출구),1626,1182
2017-01-01,각산푸르지오건너,3394,2534
2017-01-01,각산푸르지오앞,1468,874
2017-01-01,갈실마을회관종점,471,7
2017-01-01,감문1리1,6,3
2017-01-01,감문1리2,273,3
2017-01-01,감문1리3,0,1
2017-01-01,감문1리4,9,0
2017-01-01,감삼네거리1,13107,3896
2017-01-01,감삼네거리2,33563,17092
2017-01-01,감삼초등학교건너,7418,1897
2017-01-01,감삼초등학교앞,6195,1112
2017-01-01,갓골건너,252,0
2017-01-01,갓골앞,1,10
2017-01-01,갓바위,15122,137
2017-01-01,강남약국건너,45490,9689
2017-01-01,강남약국앞1,25747,6751
2017-01-01,강남약국앞2,8184,938
2017-01-01,강동중·고등학교,3,104
2017-01-01,강동중·고등학교건너,3385,11
2017-01-01,강변동서마을건너,4768,295
2017-01-01,강변동서마을앞,3322,1271
2017-01-01,강북경찰서건너,639,918
2017-01-01,강북경찰서앞,2156,163
2017-01-01,강북중학교건너,10,559
2017-01-01,강북중학교앞,6143,52
2017-01-01,강산아파트건너,3905,7570
2017-01-01,강산아파트앞,4559,922
2017-01-01,강정(종점),6,0
2017-01-01,강정보(디아크문화관)건너,33,7
2017-01-01,강정보(디아크문화관)입구,297,5
2017-01-01,강창교1,3220,240
2017-01-01,강창교2,152,793
2017-01-01,강창역(1번출구),5574,1056
2017-01-01,강창역(2번출구),22520,912
2017-01-01,강창하이츠,7988,549
2017-01-01,거동교1,807,985
2017-01-01,거동교2,1803,405
2017-01-01,건들바위건너,812,622
2017-01-01,건들바위앞,394,678
2017-01-01,건영아파트건너,13149,5922
2017-01-01,건영캐스빌건너,16931,2244
2017-01-01,건영캐스빌앞,4342,1506
2017-01-01,검단119안전센터(엑스코),60,75
2017-01-01,검단동대구축협앞,5021,176
2017-01-01,검단동주민센터1,871,18
2017-01-01,검단동주민센터2,0,137
2017-01-01,검단동주민센터건너,10047,66
2017-01-01,검단동주민센터앞,40,496
2017-01-01,검단상가아파트건너,123,5
2017-01-01,검단상가아파트앞,338,87
2017-01-01,검단유성아파트(서편),7735,1359
2017-01-01,검단유성아파트건너,4765,1320
2017-01-01,검단유성아파트앞,16702,3546
2017-01-01,경기장네거리1,5336,1172
2017-01-01,경기장네거리2,2811,320
2017-01-01,경대교2,5438,665
2017-01-01,경대교건너,752,153
2017-01-01,경대교앞,126,960
2017-01-01,경대사대부설고등학교앞,16253,7308
2017-01-01,경대아파트건너,22863,2369
2017-01-01,경대아파트앞,5391,2140
2017-01-01,경덕여고,1298,635
2017-01-01,경동산업앞,20,0
2017-01-01,경명여고건너,2222,528
2017-01-01,경명여고앞,1871,1246
2017-01-01,경북고교종점,321,89
2017-01-01,경북고등학교건너,8927,2586
2017-01-01,경북고등학교앞,12999,1088
2017-01-01,경북고등학교종점건너,539,112
2017-01-01,경북공고건너,3636,3294
2017-01-01,경북공고앞,4243,3521
2017-01-01,경북공무원교육원1,8,4
2017-01-01,경북공무원교육원2,1,1
2017-01-01,경북교통,2463,6706
2017-01-01,경북교통앞,3765,1891
2017-01-01,경북기계공고건너,6946,3228
2017-01-01,경북기계공고앞,5939,3659
2017-01-01,경북농업기술원건너,38,12
2017-01-01,경북농업기술원앞,2,3
2017-01-01,경북대체육센터건너,9141,626
2017-01-01,경북대체육센터앞,4721,4851
2017-01-01,경북대학교병원건너,14616,7280
2017-01-01,경북대학교병원앞,28880,4878
2017-01-01,경북대학교북문건너,64484,2664
2017-01-01,경북대학교북문앞,28896,6178
2017-01-01,경북대학교서문건너,7006,1306
2017-01-01,경북대학교서문앞,3087,1085
2017-01-01,경북대학교정문건너,7705,3221
2017-01-01,경북대학교정문앞,23381,4529
2017-01-01,경북대학교치과병원,16891,8066
2017-01-01,경북아파트건너(고산동),16483,3391
2017-01-01,경북아파트건너(신천동),4483,11779
2017-01-01,경북아파트앞(고산동),12172,4679
2017-01-01,경북아파트앞(신천동),3047,2564
2017-01-01,경북여상건너,9230,8279
2017-01-01,경북여상앞,12695,2090
2017-01-01,경북크랑크,2663,38
2017-01-01,경상감영공원건너,94498,13756
2017-01-01,경상감영공원앞,67508,41251
2017-01-01,경상북도농업인회관,1,4
2017-01-01,경상여자고등학교건너,3310,408
2017-01-01,경상여자고등학교앞,5273,4214
2017-01-01,경서중학교건너,2218,603
2017-01-01,경서중학교앞,16021,511
2017-01-01,경신고등학교건너,43617,6832
2017-01-01,경신고등학교앞,37969,9066
2017-01-01,경운초등학교건너,1335,586
2017-01-01,경운초등학교앞,3383,1131
2017-01-01,경원고등학교건너,676,83
2017-01-01,경원고등학교앞,1213,222
2017-01-01,경일여자중학교건너,14179,2343
2017-01-01,경일여자중학교앞,3172,1808
2017-01-01,경주최씨종가(종점),366,9
2017-01-01,경주최씨종가1,4,1
2017-01-01,경주최씨종가2,32,0
2017-01-01,경진테크빌앞,839,1009
2017-01-01,경창산업,1453,157
2017-01-01,경희강재건너,935,537
2017-01-01,경희강재앞,2779,104
2017-01-01,계명대대명캠퍼스후문건너,2413,705
2017-01-01,계명대역(1번출구),1245,1379
2017-01-01,계명대역(2번출구),4744,3186
2017-01-01,계명대학교대명캠퍼스건너,9975,3628
2017-01-01,계명대학교대명캠퍼스앞,10291,6506
2017-01-01,계명대학교대명캠퍼스후문앞,2031,653
2017-01-01,계명대학교동문건너1,6415,688
2017-01-01,계명대학교동문건너2,27910,9179
2017-01-01,계명대학교동문앞,10203,4709
2017-01-01,계명대학교정문건너,15408,1284
2017-01-01,계명대학교정문앞,3149,2741
2017-01-01,계명문화대학건너,7055,1109
2017-01-01,계명문화대학앞,6275,12756
2017-01-01,고래들공원건너,2,7
2017-01-01,고래들공원앞,51,2
2017-01-01,고모동입구,4825,3040
2017-01-01,고모역건너,494,89
2017-01-01,고모역앞,109,21
2017-01-01,고봉리,58,1
2017-01-01,고산2동주민센터건너,10213,2924
2017-01-01,고산2동주민센터앞,17583,695
2017-01-01,고산골입구,4668,564
2017-01-01,고산농협창고건너,553,129
2017-01-01,고산농협창고앞,359,2593
2017-01-01,고산도서관,15765,6192
2017-01-01,고산정수사업소건너,2257,641
2017-01-01,고성아파트(서편),6156,2970
2017-01-01,고성아파트건너,1106,23
2017-01-01,고성아파트건너(서편),3716,1730
2017-01-01,고성아파트앞,151,130
2017-01-01,고성지구대1,776,469
2017-01-01,고성지구대2,2277,2088
2017-01-01,골안골,1,2
2017-01-01,골안골지하보도앞,3,23
2017-01-01,공고네거리1,23728,8842
2017-01-01,공고네거리2,8506,2723
2017-01-01,공군기지관사입구,10,7
2017-01-01,공단역1,11567,8066
2017-01-01,공단역2,16661,6950
2017-01-01,공단하수처리장건너,25,323
2017-01-01,공단하수처리장앞,127,21
2017-01-01,공산댐건너,1061,117
2017-01-01,공산댐앞,33,75
2017-01-01,공산동행정복지센터건너,972,420
2017-01-01,공산동행정복지센터앞,4596,209
2017-01-01,공산초등학교건너,187,63
2017-01-01,공산초등학교앞,1961,63
2017-01-01,공산파출소,26,67
2017-01-01,공항시장건너,11517,959
2017-01-01,공항시장앞,3753,2120
2017-01-01,곽병원건너,46166,21437
2017-01-01,곽병원앞1,22788,7952
2017-01-01,곽병원앞2,8425,2838
2017-01-01,관리공단,436,112
2017-01-01,관음공영주차장앞,1153,66
2017-01-01,관음농협앞,1003,84
2017-01-01,관음동주민센터건너,752,48
2017-01-01,관음동주민센터앞,1339,52
2017-01-01,관음변전소1,5648,152
2017-01-01,관음변전소2,21,294
2017-01-01,관음변전소3,595,90
2017-01-01,관음어린이집,928,58
2017-01-01,관음중학교(북편),1065,80
2017-01-01,광명은하아파트건너,5993,5031
2017-01-01,광명은하아파트앞,17274,1140
2017-01-01,광명프레지던트아파트건너,10488,5065
2017-01-01,광장타운건너,11809,3175
2017-01-01,광장타운앞,12196,2543
2017-01-01,교대부설초등학교건너,4354,288
2017-01-01,교대부설초등학교앞,221,1159
2017-01-01,교동시장앞,3231,1029
2017-01-01,교동초등학교건너,591,68
2017-01-01,교동초등학교앞,1471,223
2017-01-01,교통연수원,9356,470
2017-01-01,교통연수원건너,4809,1867
2017-01-01,교항2리마을입구,4,135
2017-01-01,교항2리회관,228,8
2017-01-01,교항리건너,1252,25
2017-01-01,교항리마을입구건너,53,3
2017-01-01,교항리앞,274,831
2017-01-01,구)달성군청건너,10421,2720
2017-01-01,구)달성군청앞,29076,17052
2017-01-01,구)대영학원건너,14786,2963
2017-01-01,구)대영학원앞,16309,7965
2017-01-01,구)효목2동행정복지센터건너,12715,763
2017-01-01,구)효목2동행정복지센터앞,5533,1380
2017-01-01,구.남부정류장건너1,9353,8139
2017-01-01,구.남부정류장건너2,9528,5231
2017-01-01,구.남부정류장앞1,21923,4292
2017-01-01,구.남부정류장앞2,3563,1623
2017-01-01,구.동부정류장(남편),3621,794
2017-01-01,구.동부정류장(메트로팔레스),10951,3868
2017-01-01,구.동부정류장건너,12233,1497
2017-01-01,구.동부정류장앞,6722,3656
2017-01-01,구둔산,625,1
2017-01-01,구룡촌건너,0,1
2017-01-01,구룡촌앞,36,0
2017-01-01,구병원건너,505,2997
2017-01-01,구병원앞,19701,4820
2017-01-01,구삼폭포건너,4,38
2017-01-01,구삼폭포앞,33,0
2017-01-01,구암가구골목1,1457,703
2017-01-01,구암가구골목2,555,124
2017-01-01,구암교1,3119,1240
2017-01-01,구암교2,1214,704
2017-01-01,구암동1,503,43
2017-01-01,구암동2,128,246
2017-01-01,구암역(운전면허시험장)1,2699,462
2017-01-01,구암역(운전면허시험장)2,1594,261
2017-01-01,구암초등학교건너,892,150
2017-01-01,구암초등학교앞,2264,87
2017-01-01,구지농공단지1,1,0
2017-01-01,구지농공단지2,143,0
2017-01-01,구지면사무소건너,585,377
2017-01-01,구지면사무소앞,1788,203
2017-01-01,구지청아람건너,5752,172
2017-01-01,구지청아람앞,1134,481
2017-01-01,국립대구과학관정문건너,863,72
2017-01-01,국립대구과학관정문앞,173,88
2017-01-01,국립대구과학관후문건너,1,268
2017-01-01,국립대구과학관후문앞,2397,6
2017-01-01,국립대구박물관건너,10104,1116
2017-01-01,국립대구박물관앞,6170,2746
2017-01-01,국민건강보험공단건너,21773,2062
2017-01-01,국민건강보험공단앞,11714,6904
2017-01-01,국민연금네거리,4439,1151
2017-01-01,국민연금네거리1,1640,2304
2017-01-01,국민은행3공단지점건너,3572,677
2017-01-01,국민은행3공단지점앞,2975,603
2017-01-01,국우동현대아파트건너,486,35
2017-01-01,국우동현대아파트앞,4146,606
2017-01-01,국채보상운동기념공원,4948,3926
2017-01-01,굿모닝병원건너,9856,4095
2017-01-01,굿모닝병원앞,15006,3324
2017-01-01,궁전아파트건너,684,365
2017-01-01,궁전아파트앞,2621,474
2017-01-01,귀남지휴게소1,28,28
2017-01-01,그랜드호텔건너,32490,12718
2017-01-01,그랜드호텔앞,36707,7928
2017-01-01,그린빌4단지,41,508
2017-01-01,그린빌4단지건너,778,46
2017-01-01,그린빌4단지앞,207,113
2017-01-01,근로복지공단대구병원건너,202,352
2017-01-01,근로복지공단대구병원앞,9801,631
2017-01-01,근린공원축구장건너,195,314
2017-01-01,근린공원축구장앞,2634,534
2017-01-01,금강동,310,19
2017-01-01,금계초등학교(교항리),306,67
2017-01-01,금계초등학교(교항리)건너,2535,6
2017-01-01,금복주건너,2592,366
2017-01-01,금복주앞,2419,761
2017-01-01,금봉네거리1,8437,864
2017-01-01,금봉네거리2,3511,498
2017-01-01,금사리하이빌APT건너,1235,117
2017-01-01,금사리하이빌APT앞,486,184
2017-01-01,금융감독원건너,695,1690
2017-01-01,금포1교1,314,41
2017-01-01,금포1교2,17,33
2017-01-01,금포초등학교,1668,259
2017-01-01,금포초등학교건너,392,209
2017-01-01,금호1,3,85
2017-01-01,금호2,284,5
2017-01-01,금호기전,121,15
2017-01-01,금호서한이다음아파트건너,118,179
2017-01-01,금호서한이다음아파트앞,3243,61
2017-01-01,금호지구종점(시내방향),1045,197
2017-01-01,금호지구종점(종점방향),1485,16
2017-01-01,금호천년나무1단지건너,57,196
2017-01-01,금호천년나무1단지동편,5156,156
2017-01-01,금호천년나무1단지동편건너,159,422
2017-01-01,금호천년나무1단지앞,717,5
2017-01-01,금호천년나무8단지앞,85,59
2017-01-01,금호화물자동차공영차고지,206,51
2017-01-01,기곡(종점),151,12
2017-01-01,기곡리1,17,4
2017-01-01,기곡리2,60,1
2017-01-01,기독교방송국건너,5600,2141
2017-01-01,기독교방송국앞,3685,1341
2017-01-01,기업은행대곡지점건너,121,1480
2017-01-01,기업은행대곡지점앞,24530,544
2017-01-01,기업은행죽전동지점건너,6032,972
2017-01-01,기업은행죽전동지점앞,1958,707
2017-01-01,김흥1리건너,35,0
2017-01-01,김흥1리앞,26,5
2017-01-01,김흥2리앞,4,0
2017-01-01,김흥리마을입구,42,0
2017-01-01,나불지건너,216,73
2017-01-01,나불지앞,484,263
2017-01-01,남구청건너1,1004,63
2017-01-01,남구청건너2,3028,5338
2017-01-01,남구청네거리1,6378,1959
2017-01-01,남구청네거리2,578,307
2017-01-01,남구청앞,202,414
2017-01-01,남대구IC1,16157,927
2017-01-01,남대구IC2,6700,683
2017-01-01,남도버스1,747,66
2017-01-01,남도버스2,1689,206
2017-01-01,남명삼거리1,2320,208
2017-01-01,남명삼거리2,1090,353
2017-01-01,남문시장건너1,140,10
2017-01-01,남문시장건너2,10372,14565
2017-01-01,남문시장앞,19445,11651
2017-01-01,남문아파트앞,70,27
2017-01-01,남부경찰서건너,7185,2000
2017-01-01,남부경찰서앞,8576,5162
2017-01-01,남부교육지원청건너,5706,907
2017-01-01,남부교육지원청앞,3833,1266
2017-01-01,남부도서관앞,1288,636
2017-01-01,남부자동차종합시장건너,3928,583
2017-01-01,남부자동차종합시장앞,1277,416
2017-01-01,남부초등학교건너,1035,26
2017-01-01,남부초등학교앞,272,159
2017-01-01,남부초등학교앞2,3545,688
2017-01-01,남산2동주민센터건너,49,28
2017-01-01,남산2동주민센터앞,145,17
2017-01-01,남산고등학교건너,552,51
2017-01-01,남산고등학교앞,202,95
2017-01-01,남산역(프린스호텔건너),10380,2093
2017-01-01,남산역건너(프린스호텔앞),15448,6747
2017-01-01,남산주유소건너,1936,1266
2017-01-01,남산주유소앞,2775,244
2017-01-01,남산초등학교건너,11845,1211
2017-01-01,남산초등학교앞,8431,5386
2017-01-01,내2리새마을회관건너,83,0
2017-01-01,내2리새마을회관앞,6,1
2017-01-01,내당1동우체국건너,2021,298
2017-01-01,내당1동우체국앞,2382,297
2017-01-01,내당광명아파트,3261,1895
2017-01-01,내당삼익맨션건너,24661,5890
2017-01-01,내당삼익맨션앞,11854,13220
2017-01-01,내당코오롱아파트건너,7211,10518
2017-01-01,내당코오롱아파트앞,5481,985
2017-01-01,내동,477,20
2017-01-01,내동건너,20,81
2017-01-01,내리1,13,6
2017-01-01,내리2,0,7
2017-01-01,내일교회건너,197,52
2017-01-01,내일교회앞,708,61
2017-01-01,냉천2리,55,15
2017-01-01,냉천리1,1571,78
2017-01-01,냉천리2,46,198
2017-01-01,노곡교1,48,180
2017-01-01,노곡교2,456,11
2017-01-01,노곡동,25071,5041
2017-01-01,노변중학교,1343,79
2017-01-01,노변중학교건너,1299,67
2017-01-01,노변청구타운건너,217,85
2017-01-01,노변청구타운앞,199,48
2017-01-01,노원119안전센터건너,4694,3800
2017-01-01,노원119안전센터앞,1678,457
2017-01-01,노원네거리(공단세차장건너),361,384
2017-01-01,노원네거리(공단세차장앞),5106,90
2017-01-01,노원네거리(대구은행건너),639,104
2017-01-01,노원네거리(대구은행앞),4523,316
2017-01-01,노원네거리1,3682,646
2017-01-01,노원네거리2,7387,420
2017-01-01,노원동화타운건너,393,223
2017-01-01,노원동화타운앞,2302,912
2017-01-01,노이3리1,205,19
2017-01-01,노이3리2,820,43
2017-01-01,녹동서원건너,132,0
2017-01-01,녹동서원앞,15,3
2017-01-01,녹원맨션1,3152,701
2017-01-01,녹원맨션2,5966,575
2017-01-01,논공삼거리1,1041,11
2017-01-01,논공삼거리2,387,348
2017-01-01,논공읍사무소,1090,141
2017-01-01,논공읍사무소건너1,2249,385
2017-01-01,논공읍사무소건너2,130,69
2017-01-01,농산물도매시장건너,53,4
2017-01-01,농산물도매시장앞,1734,204
2017-01-01,농수산물도매시장건너,1879,577
2017-01-01,농수산물도매시장앞,4796,4207
2017-01-01,농촌진흥원입구,24,20
2017-01-01,농협동촌지점,388,161
2017-01-01,농협방촌지점,1792,89
2017-01-01,농협중앙회건너,18683,6751
2017-01-01,농협중앙회앞,17538,21316
2017-01-01,농협중앙회중동지점건너,1176,22
2017-01-01,농협중앙회중동지점앞,335,152
2017-01-01,농협하나로마트건너,23,539
2017-01-01,능골1,403,923
2017-01-01,능골건너,1406,12
2017-01-01,능성동(종점)1,28,2
2017-01-01,능성동(종점)2,248,4
2017-01-01,능성동예비군훈련장,1,3
2017-01-01,능성동입구건너,644,9
2017-01-01,능성동입구앞,5,26
2017-01-01,다리골,15,0
2017-01-01,다사고등학교건너,6200,4636
2017-01-01,다사고등학교앞,408,1514
2017-01-01,다사농협세천지점건너,1262,169
2017-01-01,다사농협세천지점앞,1145,79
2017-01-01,다사농협주유소건너,167,658
2017-01-01,다사농협주유소앞,7408,810
2017-01-01,다사역(4번출구),8,2
2017-01-01,다사읍사무소건너,6688,236
2017-01-01,다사읍사무소서재출장소건너,1258,19
2017-01-01,다사읍사무소서재출장소앞,221,870
2017-01-01,다사읍사무소앞,1,175
2017-01-01,다사주공아파트건너,158,0
2017-01-01,다사주공아파트앞,0,106
2017-01-01,다사체육공원건너,9,1
2017-01-01,다사체육공원앞,7,1
2017-01-01,다사초등학교건너,30,4
2017-01-01,다사초등학교앞,1,66
2017-01-01,단산리(종점),299,1
2017-01-01,단산리입구,51,0
2017-01-01,달구벌종합복지관건너,916,223
2017-01-01,달구벌종합복지관앞,522,66
2017-01-01,달서공고건너,90,100
2017-01-01,달서공고앞,6,32
2017-01-01,달서교회건너,18417,4110
2017-01-01,달서교회앞,17176,8155
2017-01-01,달서구새마을회건너,3244,61
2017-01-01,달서구새마을회앞,22,187
2017-01-01,달서구청건너,12752,2147
2017-01-01,달서구청앞,5861,2285
2017-01-01,달서자동차검사소건너,29,386
2017-01-01,달서자동차검사소앞,82,47
2017-01-01,달서종합시장건너,1486,205
2017-01-01,달서종합시장앞,653,161
2017-01-01,달서중고등학교,6,14
2017-01-01,달서중고등학교건너,144,0
2017-01-01,달서천하수종말처리장건너,121,18
2017-01-01,달서천하수종말처리장앞,0,4
2017-01-01,달서초교,2009,195
2017-01-01,달성2차산업단지출장소건너,184,26
2017-01-01,달성2차산업단지출장소앞,18,5
2017-01-01,달성경찰서,1880,432
2017-01-01,달성경찰서건너,2468,144
2017-01-01,달성공원건너,11002,2136
2017-01-01,달성공원앞,7935,8363
2017-01-01,달성군민운동장건너,900,75
2017-01-01,달성군민운동장앞,829,159
2017-01-01,달성군선거관리위원회건너,44,59
2017-01-01,달성군선거관리위원회앞,12,809
2017-01-01,달성군청건너,532,200
2017-01-01,달성군청앞,2422,139
2017-01-01,달성기와건너,158,113
2017-01-01,달성기와앞,710,18
2017-01-01,달성도서관건너,0,1
2017-01-01,달성도서관입구,1,0
2017-01-01,달성문화원건너,3,0
2017-01-01,달성문화원앞,4,0
2017-01-01,달성산업단지건너,213,111
2017-01-01,달성산업단지관리공단1,4,5
2017-01-01,달성산업단지관리공단2,41,1
2017-01-01,달성소방서건너,166,164
2017-01-01,달성소방서앞,220,173
2017-01-01,달성스포츠파크건너,2,15
2017-01-01,달성스포츠파크앞,10,0
2017-01-01,달성예비군훈련장건너,263,84
2017-01-01,달성예비군훈련장앞,576,78
2017-01-01,달성우체국건너,827,397
2017-01-01,달성우체국앞,3260,220
2017-01-01,달성중학교건너,3942,578
2017-01-01,달성중학교앞,6940,4249
2017-01-01,달성초등학교건너,682,122
2017-01-01,달성초등학교앞,409,85
2017-01-01,달성취수장건너,8,137
2017-01-01,달성취수장앞,4087,185
2017-01-01,달창저수지,122,1
2017-01-01,달천리(시내방향),190,3
2017-01-01,달천리(시외방향),83,0
2017-01-01,담안마을1,1,13
2017-01-01,담안마을2,437,3
2017-01-01,담티고개1,358,429
2017-01-01,담티고개2,1098,841
2017-01-01,당동마을건너,142,0
2017-01-01,당동마을앞,1,39
2017-01-01,당정마을입구,9,1
2017-01-01,당정마을입구건너,42,1
2017-01-01,대1리용흥지건너,190,1
2017-01-01,대1리용흥지앞,2,6
2017-01-01,대곡강산타운,24264,923
2017-01-01,대곡강산타운건너,3907,782
2017-01-01,대곡사계절타운건너,13779,394
2017-01-01,대곡사계절타운앞,3969,1195
2017-01-01,대곡역(1번출구),15943,2444
2017-01-01,대곡역(2번출구),21480,7693
2017-01-01,대곡역(한라하우젠트건너),33839,6083
2017-01-01,대곡역(한라하우젠트앞),6575,6253
2017-01-01,대곡역그린빌,7004,5946
2017-01-01,대곡주공1단지앞,4068,1419
2017-01-01,대곡주공2단지앞,16300,453
2017-01-01,대곡주공5단지건너,449,144
2017-01-01,대곡주공5단지앞,337,98
2017-01-01,대곡주공6단지앞,3179,421
2017-01-01,대곡주공7단지앞,15307,982
2017-01-01,대곡주공8단지건너,5652,952
2017-01-01,대곡주공8단지앞,19523,1461
2017-01-01,대곡중학교건너,1405,359
2017-01-01,대곡중학교앞,1395,174
2017-01-01,대공원역(1번출구),2723,3934
2017-01-01,대공원역(5번출구),5379,476
2017-01-01,대구가톨릭대학병원건너,20478,2683
2017-01-01,대구가톨릭대학병원앞,19253,1986
2017-01-01,대구경북과학기술원,187,4
2017-01-01,대구경북과학기술원기숙사,120,25
2017-01-01,대구경북지방병무청,586,1177
2017-01-01,대구고등학교건너,33966,12167
2017-01-01,대구고등학교앞,9722,3827
2017-01-01,대구고용노동청건너,7739,1136
2017-01-01,대구고용노동청앞,1902,523
2017-01-01,대구공업대학1,13378,3716
2017-01-01,대구공업대학2,4846,2936
2017-01-01,대구공업대학건너,5220,2838
2017-01-01,대구공업대학앞,5349,1561
2017-01-01,대구과학고등학교건너,6331,3832
2017-01-01,대구과학고등학교앞,9067,678
2017-01-01,대구과학대학1,15085,5888
2017-01-01,대구과학대학2,40668,3213
2017-01-01,대구과학대학건너,2011,224
2017-01-01,대구과학대학앞,1439,288
2017-01-01,대구광역시교육연수원건너,12422,931
2017-01-01,대구광역시교육연수원앞,5583,3789
2017-01-01,대구광역시청건너,1970,2328
2017-01-01,대구광역시청앞,2013,436
2017-01-01,대구교도소건너,6337,3089
2017-01-01,대구교도소앞,8861,858
2017-01-01,대구교육대건너,404,2690
2017-01-01,대구교육대앞,15964,2582
2017-01-01,대구교통방송건너,4022,5023
2017-01-01,대구교통방송앞,13210,1086
2017-01-01,대구국제공항건너,26145,9131
2017-01-01,대구국제공항앞,23212,6202
2017-01-01,대구그린파워건너,50,63
2017-01-01,대구그린파워앞,21,21
2017-01-01,대구글로벌교육센터건너,3994,11314
2017-01-01,대구글로벌교육센터앞,3026,534
2017-01-01,대구농업마이스터고건너,21472,1912
2017-01-01,대구농업마이스터고앞,6677,9443
2017-01-01,대구농업마이스터고후문건너,2078,641
2017-01-01,대구농업마이스터고후문앞,1049,205
2017-01-01,대구도시공사앞,11941,2208
2017-01-01,대구동부고용복지플러스센터,12972,5131
2017-01-01,대구동촌유치원,897,187
2017-01-01,대구디지털산업진흥원건너,13337,6746
2017-01-01,대구디지털산업진흥원앞,14048,2265
2017-01-01,대구맨션건너,2272,632
2017-01-01,대구맨션앞,4294,557
2017-01-01,대구문화방송건너,11358,3777
2017-01-01,대구문화방송앞,13306,2023
2017-01-01,대구미술관건너,392,40
2017-01-01,대구미술관앞,541,40
2017-01-01,대구병원건너,13805,1024
2017-01-01,대구병원앞,6524,2690
2017-01-01,대구보건고등학교건너,13056,6137
2017-01-01,대구보건고등학교앞,9830,2114
2017-01-01,대구보건대학3,9271,4466
2017-01-01,대구보건대학4,12307,3686
2017-01-01,대구보건대학건너1,1719,108
2017-01-01,대구보건대학건너2,10824,213
2017-01-01,대구보건대학앞1,1495,526
2017-01-01,대구보건대학앞2,725,561
2017-01-01,대구보훈요양원건너,2,2
2017-01-01,대구보훈요양원앞,99,0
2017-01-01,대구비지니스센터건너,4822,678
2017-01-01,대구비지니스센터앞,5291,375
2017-01-01,대구사격장,54,6
2017-01-01,대구삼성창조캠퍼스1,2237,378
