년월,정류소명,승차,하차
2014-01-01,경기장네거리1,5182,1430
2014-01-01,경기장네거리2,4513,522
2014-01-01,경대교2,3721,704
2014-01-01,경대교건너,737,139
2014-01-01,경대교앞,181,995
2014-01-01,경대사대부설고등학교앞,18285,9498
2014-01-01,경대아파트건너,25138,2514
2014-01-01,경대아파트앞,7527,2044
2014-01-01,경덕여고,523,308
2014-01-01,경동산업앞,45,0
2014-01-01,경명여고건너,2621,615
2014-01-01,경명여고앞,2036,1328
2014-01-01,경북고교종점,280,211
2014-01-01,경북고등학교건너,11332,3225
2014-01-01,경북고등학교앞,16961,1426
2014-01-01,경북고등학교종점건너,136,5
2014-01-01,경북공고건너,4814,4267
2014-01-01,경북공고앞,6646,3959
2014-01-01,경북공무원교육원1,582,367
2014-01-01,경북공무원교육원2,37,25
2014-01-01,경북교통,5798,1965
2014-01-01,경북교통앞,2319,2014
2014-01-01,경북기계공고건너,9280,3591
2014-01-01,경북기계공고앞,7741,4827
2014-01-01,경북농업기술원건너,39,294
2014-01-01,경북농업기술원앞,88,15
2014-01-01,경북대체육센터건너,9358,773
2014-01-01,경북대체육센터앞,3563,5138
2014-01-01,경북대학교병원건너,22204,9608
2014-01-01,경북대학교병원앞,39079,8829
2014-01-01,경북대학교북문건너,77127,2149
2014-01-01,경북대학교북문앞,34165,7139
2014-01-01,경북대학교서문건너,9775,1202
2014-01-01,경북대학교서문앞,3117,901
2014-01-01,경북대학교정문건너,9097,2949
2014-01-01,경북대학교정문앞,23063,5205
2014-01-01,경북대학교치과병원,20830,9319
2014-01-01,경북아파트건너(고산동),19083,3716
2014-01-01,경북아파트건너(신천동),7760,13103
2014-01-01,경북아파트앞(고산동),11217,4140
2014-01-01,경북아파트앞(신천동),5103,3598
2014-01-01,경북여상건너,11588,8586
2014-01-01,경북여상앞,11228,2634
2014-01-01,경북크랑크,1951,18
2014-01-01,경상감영공원건너,112366,18163
2014-01-01,경상감영공원앞,79678,57149
2014-01-01,경상북도농업인회관,391,11
2014-01-01,경상여자고등학교건너,3634,347
2014-01-01,경상여자고등학교앞,7234,5278
2014-01-01,경서중학교건너,247,589
2014-01-01,경서중학교앞,1844,103
2014-01-01,경신고등학교건너,49727,6552
2014-01-01,경신고등학교앞,34859,11028
2014-01-01,경운초등학교건너,1810,856
2014-01-01,경운초등학교앞,4980,5794
2014-01-01,경원고등학교건너,549,35
2014-01-01,경원고등학교앞,1209,311
2014-01-01,경일여자중학교건너,13760,1528
2014-01-01,경일여자중학교앞,3850,1248
2014-01-01,경주최씨종가(종점),508,3
2014-01-01,경주최씨종가1,1,0
2014-01-01,경주최씨종가2,8,0
2014-01-01,경진테크빌앞,661,1230
2014-01-01,경창산업,1297,119
2014-01-01,경희강재건너,825,624
2014-01-01,경희강재앞,3428,133
2014-01-01,계명대대명캠퍼스후문건너,1682,510
2014-01-01,계명대역(1번출구),1792,1393
2014-01-01,계명대역(2번출구),5056,3971
2014-01-01,계명대학교대명캠퍼스건너,14940,5159
2014-01-01,계명대학교대명캠퍼스앞,17030,5786
2014-01-01,계명대학교대명캠퍼스후문앞,1595,546
2014-01-01,계명대학교동문건너1,6233,879
2014-01-01,계명대학교동문건너2,20419,7886
2014-01-01,계명대학교동문앞,17702,5313
2014-01-01,계명대학교정문건너,22114,1468
2014-01-01,계명대학교정문앞,3462,2243
2014-01-01,계명문화대학건너,5095,848
2014-01-01,계명문화대학앞,7583,11249
2014-01-01,고모동입구,2251,1464
2014-01-01,고모역건너,331,75
2014-01-01,고모역앞,73,3
2014-01-01,고봉리,24,0
2014-01-01,고산2동주민센터건너,11601,3283
2014-01-01,고산2동주민센터앞,21747,837
2014-01-01,고산골입구,6318,786
2014-01-01,고산농협창고건너,804,179
2014-01-01,고산농협창고앞,271,3224
2014-01-01,고산도서관,16980,8315
2014-01-01,고산정수사업소건너,2328,749
2014-01-01,고성아파트(서편),10390,2532
2014-01-01,고성아파트건너,2317,118
2014-01-01,고성아파트건너(서편),5377,4409
2014-01-01,고성아파트앞,1484,349
2014-01-01,고성지구대1,1634,492
2014-01-01,고성지구대2,2783,7761
2014-01-01,골안골,24,55
2014-01-01,골안골지하보도앞,4,125
2014-01-01,공고네거리1,28557,10245
2014-01-01,공고네거리2,9327,3402
2014-01-01,공군기지관사입구,4,33
2014-01-01,공단역1,5963,11973
2014-01-01,공단역2,18546,7032
2014-01-01,공단하수처리장건너,45,357
2014-01-01,공단하수처리장앞,154,22
2014-01-01,공산댐건너,1284,63
2014-01-01,공산댐앞,63,106
2014-01-01,공산동행정복지센터건너,1113,344
2014-01-01,공산동행정복지센터앞,4998,186
2014-01-01,공산초등학교건너,282,91
2014-01-01,공산초등학교앞,2470,90
2014-01-01,공산파출소,420,382
2014-01-01,공항시장건너,12194,934
2014-01-01,공항시장앞,4487,1861
2014-01-01,곽병원건너,40633,23899
2014-01-01,곽병원앞1,25854,7649
2014-01-01,곽병원앞2,9696,3443
2014-01-01,관리공단,505,157
2014-01-01,관음공영주차장앞,1446,12
2014-01-01,관음농협앞,180,76
2014-01-01,관음동주민센터건너,314,56
2014-01-01,관음동주민센터앞,1828,53
2014-01-01,관음변전소1,5452,78
2014-01-01,관음변전소2,14,388
2014-01-01,관음변전소3,52,0
2014-01-01,관음변전소4,672,47
2014-01-01,관음어린이집,245,62
2014-01-01,관음중학교(북편),1111,27
2014-01-01,광명은하아파트건너,5986,5093
2014-01-01,광명은하아파트앞,14173,1025
2014-01-01,광명프레지던트아파트건너,11219,5703
2014-01-01,광장타운건너,15705,4803
2014-01-01,광장타운앞,16615,3703
2014-01-01,교대부설초등학교건너,3843,290
2014-01-01,교대부설초등학교앞,212,1237
2014-01-01,교동시장앞,4412,1469
2014-01-01,교동초등학교건너,386,70
2014-01-01,교동초등학교앞,9,207
2014-01-01,교통연수원,13430,736
2014-01-01,교통연수원건너,7066,3015
2014-01-01,교항2리마을입구,2,103
2014-01-01,교항2리회관,5216,13
2014-01-01,교항리건너,1913,27
2014-01-01,교항리마을입구건너,87,1
2014-01-01,교항리앞,780,409
2014-01-01,구)달성군청건너,11888,3800
2014-01-01,구)달성군청앞,24554,19100
2014-01-01,구)대영학원건너,17243,3198
2014-01-01,구)대영학원앞,16555,10106
2014-01-01,구)화원IC,0,1
2014-01-01,구)효목2동행정복지센터건너,16515,1095
2014-01-01,구)효목2동행정복지센터앞,5663,1825
2014-01-01,구.남부정류장건너1,12534,11651
2014-01-01,구.남부정류장건너2,8333,4092
2014-01-01,구.남부정류장앞1,23615,4621
2014-01-01,구.남부정류장앞2,3779,1813
2014-01-01,구.동부정류장(남편),7763,1633
2014-01-01,구.동부정류장(메트로팔레스),12154,5008
2014-01-01,구.동부정류장건너,17533,1574
2014-01-01,구.동부정류장앞,8453,4089
2014-01-01,구둔산,876,59
2014-01-01,구병원건너,550,4721
2014-01-01,구병원앞,30723,6288
2014-01-01,구삼폭포건너,0,9
2014-01-01,구암가구골목1,3218,303
2014-01-01,구암가구골목2,1386,359
2014-01-01,구암교1,4696,3082
2014-01-01,구암교2,1201,968
2014-01-01,구암동1,576,39
2014-01-01,구암동2,150,380
2014-01-01,구암역(운전면허시험장)1,8305,369
2014-01-01,구암역(운전면허시험장)2,2409,579
2014-01-01,구암초등학교건너,1663,261
2014-01-01,구암초등학교앞,5794,110
2014-01-01,구지농공단지1,0,8
2014-01-01,구지농공단지2,288,1
2014-01-01,구지면사무소건너,580,429
2014-01-01,구지면사무소앞,2484,298
2014-01-01,구지청아람건너,7043,195
2014-01-01,구지청아람앞,743,540
2014-01-01,국립대구과학관정문건너,174,30
2014-01-01,국립대구과학관정문앞,251,4
2014-01-01,국립대구박물관건너,12019,1361
2014-01-01,국립대구박물관앞,7752,3511
2014-01-01,국민건강보험공단건너,26357,1886
2014-01-01,국민건강보험공단앞,10638,9802
2014-01-01,국민은행3공단지점건너,5753,1243
2014-01-01,국민은행3공단지점앞,3256,996
2014-01-01,국우동현대아파트건너,774,58
2014-01-01,국우동현대아파트앞,4075,487
2014-01-01,국채보상운동기념공원,7259,5770
2014-01-01,굿모닝병원건너,10195,4901
2014-01-01,굿모닝병원앞,16624,3521
2014-01-01,궁전아파트건너,15,288
2014-01-01,궁전아파트앞,2302,72
2014-01-01,귀남지휴게소1,4,0
2014-01-01,그랜드호텔건너,32778,20520
2014-01-01,그랜드호텔앞,56273,7423
2014-01-01,그린빌4단지,75,497
2014-01-01,그린빌4단지건너,1205,18
2014-01-01,그린빌4단지앞,190,140
2014-01-01,근로복지공단대구병원건너,2597,153
2014-01-01,근로복지공단대구병원앞,4226,454
2014-01-01,근린공원축구장건너,74,175
2014-01-01,근린공원축구장앞,1637,34
2014-01-01,금강동,129,4
2014-01-01,금계초등학교(교항리),386,250
2014-01-01,금복주건너,3107,292
2014-01-01,금복주앞,1644,367
2014-01-01,금봉네거리1,10137,987
2014-01-01,금봉네거리2,4934,752
2014-01-01,금사리하이빌APT건너,1601,152
2014-01-01,금사리하이빌APT앞,465,186
2014-01-01,금융감독원건너,777,2697
2014-01-01,금포초등학교,1538,211
2014-01-01,금포초등학교건너,331,378
2014-01-01,금호기전,22,44
2014-01-01,금호지구(시내방향),113,5
2014-01-01,금호지구(종점방향),46,0
2014-01-01,금호화물자동차공영차고지,1,0
2014-01-01,기곡(종점),186,4
2014-01-01,기곡리1,10,7
2014-01-01,기곡리2,95,0
2014-01-01,기독교방송국건너,5319,2024
2014-01-01,기독교방송국앞,3742,1378
2014-01-01,기업은행대곡지점건너,92,1464
2014-01-01,기업은행대곡지점앞,23361,563
2014-01-01,기업은행죽전동지점건너,5399,767
2014-01-01,기업은행죽전동지점앞,3259,584
2014-01-01,김흥1리건너,144,3
2014-01-01,김흥1리앞,44,6
2014-01-01,김흥2리건너,0,3
2014-01-01,김흥2리앞,13,0
2014-01-01,김흥리마을입구,154,0
2014-01-01,남구청건너2,6857,6402
2014-01-01,남구청네거리1,6894,1972
2014-01-01,남구청네거리2,296,202
2014-01-01,남대구IC1,17157,1127
2014-01-01,남대구IC2,632,349
2014-01-01,남명삼거리1,1673,211
2014-01-01,남명삼거리2,1986,691
2014-01-01,남문시장건너1,1156,69
2014-01-01,남문시장건너2,12084,18935
2014-01-01,남문시장앞,24480,10548
2014-01-01,남문아파트앞,469,280
2014-01-01,남부경찰서건너,8637,2345
2014-01-01,남부경찰서앞,10147,7458
2014-01-01,남부교육지원청건너,7853,1042
2014-01-01,남부교육지원청앞,4451,1731
2014-01-01,남부도서관앞,206,624
2014-01-01,남부자동차종합시장건너,3651,545
2014-01-01,남부자동차종합시장앞,988,348
2014-01-01,남부초등학교건너,1421,23
2014-01-01,남부초등학교앞,336,258
2014-01-01,남부초등학교앞2,5317,867
2014-01-01,남산2동주민센터건너,169,258
2014-01-01,남산2동주민센터앞,648,29
2014-01-01,남산고등학교건너,571,41
2014-01-01,남산고등학교앞,0,1
2014-01-01,남산역(프린스호텔건너),7658,3660
2014-01-01,남산역건너(프린스호텔앞),20204,5551
2014-01-01,남산주유소건너,1408,1001
2014-01-01,남산주유소앞,1681,184
2014-01-01,남산초등학교건너,15059,1881
2014-01-01,남산초등학교앞,12022,7392
2014-01-01,남산휴먼시아앞,1454,457
2014-01-01,내2리새마을회관건너,88,0
2014-01-01,내2리새마을회관앞,5,15
2014-01-01,내당1동우체국건너,2289,295
2014-01-01,내당1동우체국앞,2488,368
2014-01-01,내당광명아파트,3076,2868
2014-01-01,내당삼익맨션건너,29831,7660
2014-01-01,내당삼익맨션앞,14351,19742
2014-01-01,내당코오롱아파트건너,7435,12552
2014-01-01,내당코오롱아파트앞,5314,979
2014-01-01,내동,783,32
2014-01-01,내동건너,36,134
2014-01-01,내리1,1,52
2014-01-01,내리2,1,1
2014-01-01,내일교회건너,219,41
2014-01-01,내일교회앞,976,38
2014-01-01,냉천2리,1,1
2014-01-01,냉천리1,2094,28
2014-01-01,냉천리2,25,218
2014-01-01,노곡동,5112,39
2014-01-01,노변중학교,666,52
2014-01-01,노변중학교건너,819,40
2014-01-01,노변청구타운건너,196,55
2014-01-01,노변청구타운앞,194,33
2014-01-01,노원119안전센터건너,6769,2746
2014-01-01,노원119안전센터앞,2371,654
2014-01-01,노원네거리(공단세차장건너),550,525
2014-01-01,노원네거리(공단세차장앞),6909,151
2014-01-01,노원네거리(대구은행건너),1186,159
2014-01-01,노원네거리(대구은행앞),5241,625
2014-01-01,노원네거리1,5173,975
2014-01-01,노원네거리2,9454,457
2014-01-01,노원동화타운건너,555,414
2014-01-01,노원동화타운앞,4147,562
2014-01-01,녹동서원앞,3,4
2014-01-01,녹원맨션1,3403,1352
2014-01-01,녹원맨션2,11455,603
2014-01-01,논공삼거리1,1496,11
2014-01-01,논공삼거리2,370,325
2014-01-01,논공읍사무소,797,216
2014-01-01,논공읍사무소건너1,3892,144
2014-01-01,논공읍사무소건너2,299,110
2014-01-01,농산물도매시장건너,49,7
2014-01-01,농산물도매시장앞,1690,150
2014-01-01,농수산물도매시장건너,3897,1372
2014-01-01,농수산물도매시장앞,8764,3205
2014-01-01,농촌진흥원입구,94,135
2014-01-01,농협동촌지점,494,171
2014-01-01,농협방촌지점,2453,106
2014-01-01,농협비료창고건너(연경),4,6
2014-01-01,농협비료창고앞(연경),0,5
2014-01-01,농협중앙회건너,22285,8292
2014-01-01,농협중앙회앞,64727,38638
2014-01-01,농협중앙회중동지점건너,1848,53
2014-01-01,농협중앙회중동지점앞,877,571
2014-01-01,농협하나로마트건너,16,398
2014-01-01,능골1,118,1321
2014-01-01,능골건너,2750,36
2014-01-01,능성동(종점),418,12
2014-01-01,능성동예비군훈련장,68,10
2014-01-01,능성동입구건너,651,1
2014-01-01,능성동입구앞,4,36
2014-01-01,다리골,25,0
2014-01-01,다사고등학교건너,7316,4143
2014-01-01,다사고등학교앞,418,1601
2014-01-01,다사농협주유소건너,57,731
2014-01-01,다사농협주유소앞,8022,189
2014-01-01,다사역(4번출구),16,0
2014-01-01,다사읍사무소건너,6760,310
2014-01-01,다사읍사무소서재출장소건너,320,5
2014-01-01,다사읍사무소서재출장소앞,72,226
2014-01-01,다사읍사무소앞,5,110
2014-01-01,다사주공아파트건너,122,1
2014-01-01,다사주공아파트앞,3,125
2014-01-01,다사체육공원건너,18,1
2014-01-01,다사체육공원앞,23,1
2014-01-01,다사초등학교건너,49,1
2014-01-01,다사초등학교앞,0,45
2014-01-01,단산리(종점),6860,3467
2014-01-01,달구벌종합복지관건너,934,199
2014-01-01,달구벌종합복지관앞,533,91
2014-01-01,달서공고건너,46,94
2014-01-01,달서공고앞,11,23
2014-01-01,달서교회건너,21351,3611
2014-01-01,달서교회앞,17990,10286
2014-01-01,달서구새마을회건너,3118,111
2014-01-01,달서구새마을회앞,1174,230
2014-01-01,달서구청건너,16438,2801
2014-01-01,달서구청앞,6504,2525
2014-01-01,달서종합시장건너,1376,249
2014-01-01,달서종합시장앞,913,168
2014-01-01,달서중고등학교,54,25
2014-01-01,달서중고등학교건너,261,1
2014-01-01,달서천하수종말처리장건너,101,0
2014-01-01,달서천하수종말처리장앞,4,3
2014-01-01,달서초교,1784,37
2014-01-01,달성2차공단관리청사,39,0
2014-01-01,달성2차산업단지출장소앞,0,14
2014-01-01,달성경찰서,1783,512
2014-01-01,달성경찰서건너,2686,112
2014-01-01,달성공원건너,16134,2556
2014-01-01,달성공원앞,20785,18457
2014-01-01,달성군민운동장건너,1276,101
2014-01-01,달성군민운동장앞,958,185
2014-01-01,달성군선거관리위원회건너,109,146
2014-01-01,달성군선거관리위원회앞,17,1084
2014-01-01,달성군청건너,546,232
2014-01-01,달성군청앞,3279,148
2014-01-01,달성기와건너,202,124
2014-01-01,달성기와앞,929,24
2014-01-01,달성도서관건너,0,1
2014-01-01,달성도서관입구,1,0
2014-01-01,달성문화원건너,2,0
2014-01-01,달성문화원앞,8,0
2014-01-01,달성산업단지건너,187,29
2014-01-01,달성산업단지관리공단1,2,11
2014-01-01,달성산업단지관리공단2,8,1
2014-01-01,달성소방서건너,219,202
2014-01-01,달성소방서앞,498,189
2014-01-01,달성스포츠파크건너,1,23
2014-01-01,달성스포츠파크앞,1,0
2014-01-01,달성예비군훈련장건너,1280,123
2014-01-01,달성예비군훈련장앞,473,160
2014-01-01,달성우체국건너,612,671
2014-01-01,달성우체국앞,5104,208
2014-01-01,달성중학교건너,4836,740
2014-01-01,달성중학교앞,19277,4532
2014-01-01,달성초등학교건너,4798,1562
2014-01-01,달성초등학교앞,1838,378
2014-01-01,달성취수장건너,17,143
2014-01-01,달성취수장앞,119,23
2014-01-01,달창저수지,224,0
2014-01-01,달천리(시내방향),189,0
2014-01-01,달천리(시외방향),54,0
2014-01-01,담안마을1,3,15
2014-01-01,담안마을2,233,0
2014-01-01,담티고개1,273,347
2014-01-01,담티고개2,966,734
2014-01-01,당동마을건너,181,2
2014-01-01,당동마을앞,3,7
2014-01-01,당정마을입구,42,2
2014-01-01,당정마을입구건너,138,0
2014-01-01,대1리용흥지건너,230,6
2014-01-01,대1리용흥지앞,16,20
2014-01-01,대곡강산타운,23820,722
2014-01-01,대곡강산타운건너,3242,754
2014-01-01,대곡사계절타운건너,18914,662
2014-01-01,대곡사계절타운앞,5506,1962
2014-01-01,대곡역(1번출구),51242,1685
2014-01-01,대곡역(2번출구),32652,41216
2014-01-01,대곡역(한라하우젠트건너),19809,1351
2014-01-01,대곡역(한라하우젠트앞),5763,13142
2014-01-01,대곡역그린빌,7253,8463
2014-01-01,대곡주공1단지앞,4846,1950
2014-01-01,대곡주공2단지앞,20207,506
2014-01-01,대곡주공6단지앞,3468,432
2014-01-01,대곡주공7단지앞,14779,848
2014-01-01,대곡주공8단지건너,3874,917
2014-01-01,대곡주공8단지앞,23447,1581
2014-01-01,대곡중학교건너,4184,551
2014-01-01,대곡중학교앞,2363,696
2014-01-01,대공원역(1번출구),2019,4810
2014-01-01,대공원역(5번출구),4169,610
2014-01-01,대구가톨릭대학병원건너,21474,2983
2014-01-01,대구가톨릭대학병원앞,19421,2017
2014-01-01,대구경북과학기술원,166,28
2014-01-01,대구경북과학기술원기숙사,143,28
2014-01-01,대구고등학교건너,45932,11468
2014-01-01,대구고등학교앞,13178,5403
2014-01-01,대구고용노동청건너,16277,2354
2014-01-01,대구고용노동청앞,4683,1185
2014-01-01,대구공업대학1,11517,2163
2014-01-01,대구공업대학2,3017,2720
2014-01-01,대구공업대학건너,5326,2617
2014-01-01,대구공업대학앞,4952,2139
2014-01-01,대구과학고등학교건너,10139,5490
2014-01-01,대구과학고등학교앞,16979,1772
2014-01-01,대구과학대학1,21311,11169
2014-01-01,대구과학대학2,55447,5097
2014-01-01,대구과학대학건너,1982,106
2014-01-01,대구과학대학앞,418,260
2014-01-01,대구광역시교육연수원건너,15912,910
2014-01-01,대구광역시교육연수원앞,4941,3090
2014-01-01,대구광역시청건너,1947,922
2014-01-01,대구광역시청앞,315,610
2014-01-01,대구교도소건너,8278,5947
2014-01-01,대구교도소앞,25336,3138
2014-01-01,대구교육대건너,203,2887
2014-01-01,대구교육대앞,18804,3402
2014-01-01,대구교통방송건너,5226,6178
2014-01-01,대구교통방송앞,15710,1571
2014-01-01,대구국제공항건너,21369,10298
2014-01-01,대구국제공항앞,24976,5635
2014-01-01,대구글로벌교육센터건너,5067,12130
2014-01-01,대구글로벌교육센터앞,4013,686
2014-01-01,대구농업마이스터고건너,24185,2064
2014-01-01,대구농업마이스터고앞,8034,10996
2014-01-01,대구농업마이스터고후문건너,2329,629
2014-01-01,대구농업마이스터고후문앞,1303,159
2014-01-01,대구도시공사앞,15218,2301
2014-01-01,대구동부고용복지플러스센터,10550,5226
2014-01-01,대구동촌유치원,1072,182
2014-01-01,대구디지털산업진흥원건너,22047,5416
2014-01-01,대구디지털산업진흥원앞,14775,3293
2014-01-01,대구맨션건너,2294,405
2014-01-01,대구맨션앞,4040,764
2014-01-01,대구문화방송건너,13876,5246
2014-01-01,대구문화방송앞,15702,3015
2014-01-01,대구미술관건너,1013,75
2014-01-01,대구미술관앞,1234,64
2014-01-01,대구병원건너,26711,2189
2014-01-01,대구병원앞,12754,6396
2014-01-01,대구보건고등학교건너,13462,7182
2014-01-01,대구보건고등학교앞,10387,2123
2014-01-01,대구보건대학3,13255,8899
2014-01-01,대구보건대학4,21778,4410
2014-01-01,대구보건대학5,50,15
2014-01-01,대구보건대학건너1,1876,75
2014-01-01,대구보건대학건너2,13926,465
2014-01-01,대구보건대학앞1,265,312
2014-01-01,대구보건대학앞2,1056,636
2014-01-01,대구보훈요양원건너,1,2
2014-01-01,대구보훈요양원앞,73,0
2014-01-01,대구비지니스센터건너,4001,358
2014-01-01,대구비지니스센터앞,4560,344
2014-01-01,대구사격장,39,0
2014-01-01,대구삼성창조캠퍼스1,1405,163
2014-01-01,대구삼성창조캠퍼스2,350,600
2014-01-01,대구선방촌공원,900,39
2014-01-01,대구소방본부건너,470,224
2014-01-01,대구소방본부앞,1533,3106
2014-01-01,대구스타디움건너,2661,583
2014-01-01,대구스타디움앞,4488,626
2014-01-01,대구시교육청건너,1225,351
2014-01-01,대구시교육청앞,1456,4725
2014-01-01,대구시설공단건너,18708,3470
2014-01-01,대구시설공단앞,10363,18485
2014-01-01,대구시설관리사업소,28,120
2014-01-01,대구시지노인전문병원건너,383,63
2014-01-01,대구시지노인전문병원앞,553,1432
2014-01-01,대구신문사,81,738
2014-01-01,대구애견훈련학교건너,282,0
2014-01-01,대구애견훈련학교앞,0,6
2014-01-01,대구역,698,344
2014-01-01,대구역건너,41102,8668
2014-01-01,대구역꽃시장,460,907
2014-01-01,대구역북편네거리1,39675,5113
2014-01-01,대구역북편네거리2,13357,14712
2014-01-01,대구역센트럴자이,1275,113
2014-01-01,대구역앞,44648,11266
2014-01-01,대구예담학교,163,29
2014-01-01,대구우편집중국(동편),2,20
2014-01-01,대구우편집중국앞,2529,1741
2014-01-01,대구은행3공단지점앞,6573,625
2014-01-01,대구은행북비산지점건너1,13141,2351
2014-01-01,대구은행북비산지점건너2,1761,1003
2014-01-01,대구은행북비산지점앞,40027,5892
2014-01-01,대구은행산격지점앞,646,264
2014-01-01,대구은행역(1번출구),34414,6777
2014-01-01,대구은행역(2번출구),34645,6678
2014-01-01,대구은행제2본점앞,14837,3025
2014-01-01,대구은행칠곡지점건너,8194,2397
2014-01-01,대구은행칠곡지점앞,27581,6919
2014-01-01,대구은행평리동지점건너,3500,1672
2014-01-01,대구은행평리동지점앞,6201,2423
2014-01-01,대구의료원건너,7193,955
2014-01-01,대구의료원라파엘웰빙센터,1890,97
2014-01-01,대구의료원라파엘웰빙센터건너,369,1156
2014-01-01,대구의료원앞,4243,946
2014-01-01,대구일마이스터고교건너,2872,989
2014-01-01,대구일마이스터고교앞,7341,709
2014-01-01,대구전자공고남편,118,232
2014-01-01,대구전자공업고등학교1,9034,464
2014-01-01,대구전자공업고등학교2,1148,3022
2014-01-01,대구제일고등학교건너,31351,7256
2014-01-01,대구제일고등학교앞,33517,21330
2014-01-01,대구중앙중고등학교건너,28579,3494
